strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
ON755039	ON755039	ON755039.1	MPXV_IRBA22-11	2022-05-19	Europe	France			Homo sapiens	2022-06-14		Jarjaval et al		IIb	hMPXV-1	B.1	0.9923025825393365	0.0	600.0	0.0	good	good	good	good	good		False	Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O.	
OP604567	OP604567	OP604567.1	MPXV22/human/USA-OK-288	2022-09-12	North America	USA	Oklahoma		Homo sapiens	2022-10-11		Chapman et al		IIb	hMPXV-1	B.1.7	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health
ON880538	ON880538	ON880538.1	MpxV/human/CAN/UN-NML-3336/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1.9	0.9992495271513978	148.0	607.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
OP310061	OP310061	OP310061.1	MpxV/human/USA/WA-UW-088764/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-26	SRR21236124	Sereewit et al		IIb	hMPXV-1	B.1.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP390188	OP390188	OP390188.1	hMpxV/UK/LMO-007a/2022	2022-06-20	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1	0.9093449081938452	17137.0	560.0	27.0	mediocre	mediocre	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory
OP920700	OP920700	OP920700.1	MPXV/Human/USA/CA-LACPHL-MA00362/2022	2022-10-28	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1	0.9910095381042447	225.0	600.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP920685	OP920685	OP920685.1	MPXV/Human/USA/CA-LACPHL-MA00347/2022	2022-10-09	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1	0.9900460932310392	1233.0	613.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON614676	ON614676	ON614676.1	INMI-Pt1	2022-05-18	Europe	Italy			Homo sapiens	2022-05-26		Gruber et al		IIb	hMPXV-1	B.1	0.965315984564599	40.0	577.0	0.0	good	good	good	good	good		False	Gruber,C.E.M., Rueca,M., Gramigna,G., Carletti,F., Butera,O., Fabeni,L., Specchiarello,E., Meschi,S., Colavita,F., Minosse,C., Francalancia,M., Lapa,D., Garbuglia,A.R., Giombini,E.	Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS, Italy
OP890549	OP890549	OP890549.1	MPXV/Human/USA/CA-LACPHL-MA00291/2022	2022-10-07	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.3	0.9786520899147604	2663.0	599.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP539915	OP539915	OP539915.1	MPX/Human/USA/CA-LACPHL-MA00130/2022	2022-09-09	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9651131540649768	5752.0	591.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP743998	OP743998	OP743998.1	MpxV/human/USA/Unknown-UW-102378/2022	2022-10-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22094394	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OQ274887	OQ274887	OQ274887.1	MPXV/Germany/2022/ON/RKI668	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.14	0.9649863850027128	394.0	579.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP169341	OP169341	OP169341.1	MpxV/human/USA/WA-UW-074184/2022	2022-07-XX	North America	USA	Washington		Homo sapiens	2022-08-08	SRR20913437	Sereewit et al		IIb	hMPXV-1	B.1.1	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP205139	OP205139	OP205139.1	MPXV_UK_2022_9000090	2022-05-25	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP390190	OP390190	OP390190.1	hMpxV/UK/LMO-012a/2022	2022-06-21	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1	0.9121186152761792	16617.0	561.0	22.0	mediocre	mediocre	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory
OP604565	OP604565	OP604565.1	MPXV22/human/USA-NE-211	2022-08-24	North America	USA	Nebraska		Homo sapiens	2022-10-11		Tegomoh et al		IIb	hMPXV-1	B.1.3	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health
OP890546	OP890546	OP890546.1	MPXV/Human/USA/CA-LACPHL-MA00288/2022	2022-10-04	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9801479648494744	2793.0	603.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP959058	OP959058	OP959058.1	BOL-UNIMOL-MPX-293419-L	2022-10-27	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al		IIb	hMPXV-1	B.1.2	0.9450278638398856	8654.0	566.0	0.0	mediocre	good	good	good	good		False	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)
OP680508	OP680508	OP680508.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00230/2022	2022-10-03	North America	USA			Homo sapiens	2022-10-19		Hemarajata et al		IIb	hMPXV-1	B.1	0.990345268217982	356.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP205118	OP205118	OP205118.1	MPXV_UK_2022_9000160	2022-07-05	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.7	0.9999949292375094	0.0	610.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP431401	OP431401	OP431401.1	ANT-LDSP-ANT-MPX-22769-L	2022-08-17	South America	Colombia	Antioquia	Itagui	Homo sapiens	2022-09-14		Betancur et al		IIb	hMPXV-1	B.1.10	0.9024841665441232	19131.0	526.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OP743958	OP743958	OP743958.1	MpxV/human/USA/WA-UW-089473/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085316	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP451006	OP451006	OP451006.1	MPXV_USA_2022_GA0012	2022-07-XX	North America	USA	Georgia		Homo sapiens	2022-09-16	SRR21676997	Gigante et al		IIb	hMPXV-1	B.1.2	0.9997920987378872	41.0	608.0	0.0	good	good	good	good	good		False	Gigante,C.M., Pavlick,J., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y.	CDC, DHCPP-PRB
OP881947	OP881947	OP881947.1	MPXV_USA_2022_LA0002	2022-09-XX	North America	USA	Louisiana		Homo sapiens	2022-11-23	SRR22383413	Gigante et al		IIb	hMPXV-1	B.1.2	0.999873230937736	25.0	608.0	0.0	good	good	good	good	good		False	Gigante,C., Salinas,A., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Haydel,D., Li,Y.	CDC, DHCPP-PRB
OP123051	OP123051	OP123051.1	MpxV/human/USA/OH-UW-070426/2022	2022-07-XX	North America	USA	Ohio		Homo sapiens	2022-08-02	SRR20736987	Sereewit et al		IIb	hMPXV-1	B.1.13	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.	UW Virology, Laboratory Medicine
OP920689	OP920689	OP920689.1	MPXV/Human/USA/CA-LACPHL-MA00351/2022	2022-10-11	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1	0.991029821154207	221.0	601.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP715822	OP715822	OP715822.1	MPXV/Germany/2022/RKI542	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-25		Brinkmann et al		IIb	hMPXV-1	B.1	0.9990619089392472	185.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP539920	OP539920	OP539920.1	MPX/Human/USA/CA-LACPHL-MA00135/2022	2022-09-09	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9822016236581494	1960.0	598.0	2.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890547	OP890547	OP890547.1	MPXV/Human/USA/CA-LACPHL-MA00289/2022	2022-10-04	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9768164738931792	3024.0	592.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON843167	ON843167	ON843167.1	Monkeypox/PT0036/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.999041625889285	189.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP320555	OP320555	OP320555.1	LIM-INS-021	2022-07-09	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1.6	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular
OP680503	OP680503	OP680503.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00225/2022	2022-10-03	North America	USA			Homo sapiens	2022-10-19		Hemarajata et al		IIb	hMPXV-1	B.1	0.989544087744474	512.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP935996	OP935996	OP935996.1	B1221119	2022-11-08	North America	USA	Delaware		Homo sapiens	2022-12-02		Bajwa et al		IIb	hMPXV-1	B.1.2	0.9813142402223022	2129.0	607.0	0.0	good	good	good	good	good		False	Bajwa,M.I., Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics
OP539934	OP539934	OP539934.1	MPX/Human/USA/CA-LACPHL-MA00098/2022	2022-08-10	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.3	0.974276021885411	3520.0	591.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP378693	OP378693	OP378693.1	MPXV_USA_2022_DC0009	2022-06-XX	North America	USA	Washington DC		Homo sapiens	2022-09-06	SRR21684331	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	604.0	0.0	good	good	good	good	good		False	Gigante,C.M., Hauser,J.R., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Mangla,A., Li,Y.	CDC, DHCPP-PRB
OQ148461	OQ148461	OQ148461.1	LBMB-UTP_MP-002_TOL	2022-09-17	South America	Colombia	Tolima		Homo sapiens	2022-12-30		Anacona et al		IIb	hMPXV-1	B.1.10	0.935723014669716	10489.0	563.0	0.0	mediocre	good	good	good	good		False	Anacona,J.D., Lopez,P.A., Orjuela,M., Tabares,F.A., Zuluaga-Velez,A., Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud
OP205109	OP205109	OP205109.1	MPXV_UK_2022_9000146	2022-06-13	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	607.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
ON619835	ON619835	ON619835.2	MPXV_UK_2022_1	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.9994827822259632	102.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
OP752126	OP752126	OP752126.1	MPXV_USA_2022_WA0015	2022-07-XX	North America	USA	Washington		Homo sapiens	2022-11-01	SRR22110872	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	609.0	0.0	good	good	good	good	good		False	Gigante,C.M., Goldoft,M., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Morrison,S.S., Desch,M., Knipe,K., Weigand,M.R., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Holshue,M., Li,Y.	CDC, DHCPP-PRB
OP539900	OP539900	OP539900.1	MPX/Human/USA/CA-LACPHL-MA00115/2022	2022-09-14	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.7	0.9881242742471186	794.0	607.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ261697	OQ261697	OQ261697.1	ANT-LDSP-ANT-MPX-28206C	2022-10-13	South America	Colombia	Antioquia		Homo sapiens	2023-01-22		Betancur et al		IIb	hMPXV-1	B.1.10	0.9868819374369324	2487.0	598.0	0.0	good	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OP415196	OP415196	OP415196.1	MPX_96X1Vd_9000218	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	0.999954363137585	9.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP890525	OP890525	OP890525.1	MPXV/Human/USA/CA-LACPHL-MA00321/2022	2022-10-27	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9910247503917164	222.0	600.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP628478	OP628478	OP628478.1	MpxV/human/USA/WA-UW-087628/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887148	Sereewit et al		IIb	hMPXV-1	B.1.11	0.9998681601752456	26.0	610.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP642414	OP642414	OP642414.1	ANT-LDSP-ANT-MPX-25342E	2022-09-04	South America	Colombia	Antioquia	Itagui		2022-10-17		Betancur et al		IIb	hMPXV-1	B.1.10	0.8876876815966817	19030.0	514.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
ON927243	ON927243	ON927243.1	MpxV/Spain/MD-HGUGM-6642566/2022	2022-06-21	Europe	Spain			Homo sapiens	2022-07-06		Palomino-Cabrera et al		IIb	hMPXV-1	B.1	0.9849956137904456	2957.0	592.0	2.0	good	good	good	good	good		False	Palomino-Cabrera,R., Penas-Utrilla,D., Buenestado-Serrano,S., Perez-Lago,L., Herranz Martin,M., Veintimilla,C., Catalan,P., Munoz,P., Garcia de Viedma,D.	
OQ054238	OQ054238	OQ054238.1	MPXV_USA_2022_TX0016	2022-09-XX	North America	USA	Texas		Homo sapiens	2022-12-15	SRR22708775	Gigante et al		IIb	hMPXV-1	B.1	0.999690683488076	61.0	609.0	0.0	good	good	good	good	good		False	Gigante,C., Kubin,G., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Sheth,M.R., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., White,S., Li,Y.	CDC, DHCPP-PRB
OQ330976	OQ330976	OQ330976.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00369/2022	2022-10-24	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.983930753667429	1620.0	601.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP715832	OP715832	OP715832.1	MPXV/Germany/2022/RKI552	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-25		Brinkmann et al		IIb	hMPXV-1	B.1	0.998047756441136	385.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP355574	OP355574	OP355574.1	MPXV/Germany/2022/ON/RKI317	2022-08-XX	Europe	Germany			Homo sapiens	2022-09-02		Brinkmann et al		IIb	hMPXV-1	B.1.2	0.9653768337144856	318.0	580.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP890567	OP890567	OP890567.1	MPXV/Human/USA/CA-LACPHL-MA00310/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9909791135293012	231.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP587257	OP587257	OP587257.1	MPXV/Human/USA/CA-CDPH-MPX000033/2022	2022-08-01	North America	USA			Homo sapiens	2022-10-05		Probert et al		IIb	hMPXV-1	B.1	0.9919932660274126	87.0	601.0	2.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL
OP310047	OP310047	OP310047.1	MpxV/human/USA/WA-UW-087301/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-26	SRR21236139	Sereewit et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	609.0	1.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP382483	OP382483	OP382483.1	hMPXV-IHU00006	2022-07-04	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9647277761156944	6816.0	581.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI
OP442942	OP442942	OP442942.1	MpxV/human/USA/WA-UW-084331/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-09-15	SRR21236107	Sereewit et al		IIb	hMPXV-1	B.1.4	1.0	0.0	611.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP890575	OP890575	OP890575.1	MPXV/Human/USA/CA-LACPHL-MA00318/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9917194448529224	932.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP324510	OP324510	OP324510.1	Monkeypox/PT0197/2022	2022-06-28	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9751735468462392	3334.0	591.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP442556	OP442556	OP442556.1	hMPX/Human/USA/CA-LACPHL-MA00089/2022	2022-08-01	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1	0.975072131596428	4050.0	596.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP642421	OP642421	OP642421.1	ANT-LDSP-ANT-MPX-25510E	2022-09-03	South America	Colombia	Antioquia	Medellin		2022-10-17		Betancur et al		IIb	hMPXV-1	B.1.11	0.8872515960224939	16891.0	508.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OQ054246	OQ054246	OQ054246.1	MPXV_USA_2022_FL0028	2022-09-XX	North America	USA	Florida		Homo sapiens	2022-12-15	SRR22708526	Gigante et al		IIb	hMPXV-1	B.1.2	0.9996957542505668	24.0	610.0	0.0	good	good	good	good	good		False	Gigante,C., Lee,P., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Stanek,D., Li,Y.	CDC, DHCPP-PRB
OP588284	OP588284	OP588284.1	MPXV/Germany/2022/ON/RKI421	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-05		Brinkmann et al		IIb	hMPXV-1	B.1	0.9625017113823404	884.0	584.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP837480	OP837480	OP837480.1	DC_INS_MPX_1037_L	2022-09-20	South America	Colombia	Cundinamarca	Bogota (Cundinamarca)	Homo sapiens	2022-11-16		Laiton-Donato et al		IIb	hMPXV-1	B.1.15	0.9356165286574142	11359.0	570.0	0.0	mediocre	good	good	good	good		False	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica
OP536782	OP536782	OP536782.1	9000406	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1	0.9999898584750188	0.0	610.0	2.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP837471	OP837471	OP837471.1	VAC_INS_MPX_1052_E	2022-10-25	South America	Colombia	Valle del Cauca		Homo sapiens	2022-11-16		Laiton-Donato et al		IIb	hMPXV-1	B.1	0.9510975665410808	7457.0	572.0	0.0	mediocre	good	good	good	good		False	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica
