strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
OP890528	OP890528	OP890528.1	MPXV/Human/USA/CA-LACPHL-MA00295/2022	2022-11-01	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.910977693715804	16008.0	549.0	0.0	mediocre	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON755241	ON755241	ON755241.1	MPXV/Germany/2022/RKI035	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		IIb	hMPXV-1	B.1	0.9992596686763788	146.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
OP748954	OP748954	OP748954.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00268/2022	2022-09-30	North America	USA			Homo sapiens	2022-11-01		Hemarajata et al		IIb	hMPXV-1	B.1.4	0.9902692067806236	758.0	607.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON927243	ON927243	ON927243.1	MpxV/Spain/MD-HGUGM-6642566/2022	2022-06-21	Europe	Spain			Homo sapiens	2022-07-06		Palomino-Cabrera et al		IIb	hMPXV-1	B.1	0.9849956137904456	2957.0	592.0	2.0	good	good	good	good	good		False	Palomino-Cabrera,R., Penas-Utrilla,D., Buenestado-Serrano,S., Perez-Lago,L., Herranz Martin,M., Veintimilla,C., Catalan,P., Munoz,P., Garcia de Viedma,D.	
OP604520	OP604520	OP604520.1	MPXV_USA_2022_UT0003	2022-07-XX	North America	USA	Utah		Homo sapiens	2022-10-11	SRR21851110	Gigante et al		IIb	hMPXV-1	B.1.3	0.9997920987378872	41.0	593.0	0.0	good	good	good	good	good		False	Gigante,C.M., Murray,J., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Knipe,K., Burroughs,S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Atkinson,A., Li,Y.	CDC, DHCPP-PRB
OP743976	OP743976	OP743976.1	MpxV/human/USA/WA-UW-096136/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085335	Sereewit et al		IIb	hMPXV-1	B.1	0.999863089412755	27.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
ON880546	ON880546	ON880546.1	MpxV/human/CAN/UN-NML-3368/2022	2022-06-02	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	0.9997211080630194	55.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
OP764617	OP764617	OP764617.1	MPXV/Germany/2022/RKI559	2022-06-XX	Europe	Germany			Homo sapiens	2022-11-03		Brinkmann et al		IIb	hMPXV-1	B.1	0.9984179221029468	312.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP594193	OP594193	OP594193.1	MPXV/Germany/2022/RKI429	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-06		Brinkmann et al		IIb	hMPXV-1	B.1.10	0.9989249983520022	212.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ261706	OQ261706	OQ261706.1	ANT-LDSP-ANT-MPX-28353C	2022-10-14	South America	Colombia	Antioquia		Homo sapiens	2023-01-22		Betancur et al		IIb	hMPXV-1	B.1.6	0.986887008199423	2486.0	593.0	0.0	good	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OP743999	OP743999	OP743999.1	MpxV/human/USA/WA-UW-108943/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22094393	Sereewit et al		IIb	hMPXV-1	B.1.2	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OQ330987	OQ330987	OQ330987.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00381/2022	2022-10-14	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.989797625869002	1107.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ330995	OQ330995	OQ330995.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00388/2022	2022-12-10	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.8935190584608208	19860.0	531.0	0.0	mediocre	good	good	good	good	OPG178:158-205	False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP743969	OP743969	OP743969.1	MpxV/human/USA/WA-UW-099881/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085343	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	613.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP257251	OP257251	OP257251.1	MpxV/human/USA/WA-UW-081272/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-19	SRR21236096	Sereewit et al		IIb	hMPXV-1	B.1.1	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP414339	OP414339	OP414339.1	Monkeypox/PT0305/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.943552271955134	10394.0	584.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP580591	OP580591	OP580591.1	hMPX/USA/CA-LACPHL-MA00158/2022	2022-09-23	North America	USA			Homo sapiens	2022-10-04		Hemarajata et al		IIb	hMPXV-1	B.1.3	0.984260353229315	1556.0	597.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP539926	OP539926	OP539926.1	MPX/Human/USA/CA-LACPHL-MA00141/2022	2022-08-25	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.8981689476646604	18531.0	527.0	0.0	mediocre	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ054227	OQ054227	OQ054227.1	MPXV_USA_2022_NC0012	2022-09-XX	North America	USA	North Carolina		Homo sapiens	2022-12-15	SRR22708632	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	608.0	0.0	good	good	good	good	good		False	Gigante,C., Pettit,D., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Deutsch-Feldman,M., Li,Y.	CDC, DHCPP-PRB
ON619836	ON619836	ON619836.2	MPXV_UK_2022_2	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.9995081360384162	97.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
ON649721	ON649721	ON649721.1	Monkeypox/PT0021/2022	2022-05-19	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		IIb	hMPXV-1	B.1	0.9999797169500376	4.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
OP920679	OP920679	OP920679.1	MPXV/Human/USA/CA-LACPHL-MA00341/2022	2022-10-19	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1	0.990492320330208	693.0	609.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ330993	OQ330993	OQ330993.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00371/2022	2022-10-24	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.9799147097749088	3139.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP580602	OP580602	OP580602.1	hMPX/USA/CA-LACPHL-MA00169/2022	2022-08-05	North America	USA			Homo sapiens	2022-10-04		Hemarajata et al		IIb	hMPXV-1	B.1	0.9796206055504566	2471.0	595.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ148474	OQ148474	OQ148474.1	LBMB-UTP_MP-025_VAC	2022-11-15	South America	Colombia	Valle del Cauca		Homo sapiens	2022-12-30		Lopez et al		IIb	hMPXV-1	B.1	0.9281118001713916	11990.0	573.0	0.0	mediocre	good	good	good	good		False	Lopez,P.A., Orjuela,M., Tabares,F.A., Anacona,J.D., Zuluaga-Velez,A., Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud
OP431397	OP431397	OP431397.1	ANT-LDSP-ANT-MPX-22607-L	2022-08-16	South America	Colombia	Antioquia	Medellin	Homo sapiens	2022-09-14		Betancur et al		IIb	hMPXV-1	B.1.10	0.9024892373066138	19130.0	526.0	0.0	mediocre	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OP415251	OP415251	OP415251.1	MPX_eobXCZ_9000296	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP580603	OP580603	OP580603.1	hMPX/USA/CA-LACPHL-MA00170/2022	2022-09-20	North America	USA			Homo sapiens	2022-10-04		Hemarajata et al		IIb	hMPXV-1	B.1	0.9908776982794902	1103.0	603.0	1.0	good	good	good	good	good	OPG023:574-661	False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON694332	ON694332	ON694332.1	MPXV/Germany/2022/RKI023	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9993458716387184	111.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
OP310054	OP310054	OP310054.1	MpxV/human/USA/WA-UW-088213/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-26	SRR21236132	Sereewit et al		IIb	hMPXV-1	B.1.1	1.0	0.0	613.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP536718	OP536718	OP536718.2	MPXV-USA-IL-IDPH-057	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1	0.9988185123397004	135.0	608.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry
OP539932	OP539932	OP539932.1	MPX/Human/USA/CA-LACPHL-MA00147/2022	2022-09-13	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.986978281924253	1018.0	601.0	2.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP314961	OP314961	OP314961.2	MPXV22/human/USA-NE-152	2022-08-11	North America	USA	Nebraska		Homo sapiens	2022-08-29		Tegomoh et al		IIb	hMPXV-1	B.1.3	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health
OP935997	OP935997	OP935997.1	B1221120	2022-11-09	North America	USA	Delaware		Homo sapiens	2022-12-02		Bajwa et al		IIb	hMPXV-1	B.1.2	0.9518074732897586	7948.0	587.0	0.0	mediocre	good	good	good	good		False	Bajwa,M.I., Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics
OP205124	OP205124	OP205124.1	MPXV_UK_2022_9000173	2022-05-26	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP628452	OP628452	OP628452.1	MpxV/human/USA/WA-UW-083760/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887150	Sereewit et al		IIb	hMPXV-1	B.1	0.9999898584750188	2.0	607.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OQ274884	OQ274884	OQ274884.1	MPXV/Germany/2022/ON/RKI665	2022-05-XX	Europe	Germany			Homo sapiens	2023-01-24		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9648748282279206	416.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP626116	OP626116	OP626116.1	MPXV/Germany/2022/RKI478	2022-07-XX	Europe	Germany			Homo sapiens	2022-10-13		Brinkmann et al		IIb	hMPXV-1	B.1	0.9992089610514732	156.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OQ261702	OQ261702	OQ261702.1	ANT-LDSP-ANT-MPX-28292C	2022-10-13	South America	Colombia	Antioquia		Homo sapiens	2023-01-22		Betancur et al		IIb	hMPXV-1	B.1.16	0.9829774503192044	238.0	598.0	0.0	good	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OQ330973	OQ330973	OQ330973.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00394/2022	2022-12-23	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.9936260515493714	475.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP687937	OP687937	OP687937.1	MPXV_USA_2022_NJ0004	2022-08-XX	North America	USA	New Jersey		Homo sapiens	2022-10-20	SRR21971016	Gigante et al		IIb	hMPXV-1	B.1.5	0.999873230937736	25.0	610.0	0.0	good	good	good	good	good		False	Gigante,C.M., Acheampong,E., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., McDermott,D., Li,Y.	CDC, DHCPP-PRB
OP324525	OP324525	OP324525.1	Monkeypox/PT0215/2022	2022-06-24	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1.9	0.9763702467940104	3824.0	596.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP022170	OP022170	OP022170.1	MPXV_UK_2022_5	2022-05-16	Europe	United Kingdom			Homo sapiens	2022-07-20		Groves et al		IIb	hMPXV-1	B.1	0.999487852988454	101.0	606.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OQ054234	OQ054234	OQ054234.1	MPXV_USA_2022_PA0013	2022-09-XX	North America	USA	Pennsylvania		Homo sapiens	2022-12-15	SRR22708772	Gigante et al		IIb	hMPXV-1	B.1.2	0.9997920987378872	41.0	612.0	0.0	good	good	good	good	good		False	Gigante,C., Xia,D., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Plipat,N., Li,Y.	CDC, DHCPP-PRB
OQ054245	OQ054245	OQ054245.1	MPXV_USA_2022_CA0030	2022-09-XX	North America	USA	California		Homo sapiens	2022-12-15	SRR22708525	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	610.0	0.0	good	good	good	good	good		False	Gigante,C., Ventura,J., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	CDC, DHCPP-PRB
ON808417	ON808417	ON808417.1	CVR_MPXV1e	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	1.0	0.0	604.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
OQ054218	OQ054218	OQ054218.1	MPXV_USA_2022_GA0019	2022-09-XX	North America	USA	Georgia		Homo sapiens	2022-12-15	SRR22708628	Gigante et al		IIb	hMPXV-1	B.1	0.999873230937736	25.0	608.0	0.0	good	good	good	good	good		False	Gigante,C., Pavlick,J., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y.	CDC, DHCPP-PRB
ON755251	ON755251	ON755251.2	MPXV/Germany/2022/RKI045	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		IIb	hMPXV-1	B.1.3	0.9968104903934404	629.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON755235	ON755235	ON755235.1	MPXV/Germany/2022/RKI029	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		IIb	hMPXV-1	B.1	0.9995385606133594	91.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
OP743967	OP743967	OP743967.1	MpxV/human/USA/WA-UW-092798/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085345	Sereewit et al		IIb	hMPXV-1	B.1.2	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP959060	OP959060	OP959060.1	BOL-UNIMOL-MPX-293428-L	2022-10-29	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al		IIb	hMPXV-1	B.1.2	0.9140455050225904	14764.0	549.0	0.0	mediocre	good	good	good	good		False	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)
OP890555	OP890555	OP890555.1	MPXV/Human/USA/CA-LACPHL-MA00327/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9910247503917164	222.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP539931	OP539931	OP539931.1	MPX/Human/USA/CA-LACPHL-MA00146/2022	2022-09-02	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9861010400133868	1781.0	601.0	13.0	good	mediocre	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON880541	ON880541	ON880541.1	MpxV/human/CAN/UN-NML-3344/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	0.9681049039344046	6290.0	587.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
OP764616	OP764616	OP764616.1	MPXV/Germany/2022/RKI558	2022-06-XX	Europe	Germany			Homo sapiens	2022-11-03		Brinkmann et al		IIb	hMPXV-1	B.1.14	0.999041625889285	189.0	610.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON808413	ON808413	ON808413.1	CVR_MPXV1a	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
OQ330994	OQ330994	OQ330994.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00386/2022	2022-10-25	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9707518419544748	4219.0	596.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP539911	OP539911	OP539911.1	MPX/Human/USA/CA-LACPHL-MA00126/2022	2022-09-09	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9556054743951848	8063.0	581.0	0.0	mediocre	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OQ172215	OQ172215	OQ172215.1	MPXV-1047	2022-06-07	Europe	France			Homo sapiens	2023-01-11		Zeggagh et al		IIb	hMPXV-1	B.1	0.9591043005136682	6550.0	592.0	0.0	good	good	good	good	good		False	Zeggagh,J., Ferraris,O., Salmona,M., Tarantola,A., Molina,J.M., Delaugerre,C.	Hopital Saint Louis, Paris
OP539892	OP539892	OP539892.1	MPX/Human/USA/CA-LACPHL-MA00107/2022	2022-08-22	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1.11	0.979067892438986	2580.0	600.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP628488	OP628488	OP628488.1	MpxV/human/USA/WA-UW-090727/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887126	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
ON619835	ON619835	ON619835.2	MPXV_UK_2022_1	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		IIb	hMPXV-1	B.1	0.9994827822259632	102.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
OP205127	OP205127	OP205127.1	MPXV_UK_2022_9000178	2022-06-27	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	610.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
