strain_country_date	accession	date	region_coarse	country	strain
MPXV/Human/USA/CA-CDPH-MPX000037/2022_USA_2022-08-11	OP587259	2022-08-11	North America	USA	MPXV/Human/USA/CA-CDPH-MPX000037/2022
MpxV/human/CAN/UN-NML-3549/2022_Canada_2022-06-07	OP013007	2022-06-07	North America	Canada	MpxV/human/CAN/UN-NML-3549/2022
MpxV/human/CAN/UN-NML-3272/2022_Canada_2022-05-31	ON880536	2022-05-31	North America	Canada	MpxV/human/CAN/UN-NML-3272/2022
Monkeypox/PT0186/2022_Portugal_2022-06-28	OP324500	2022-06-28	Southern Europe	Portugal	Monkeypox/PT0186/2022
Monkeypox/PT0401/2022_Portugal_2022-07-19	OP555497	2022-07-19	Southern Europe	Portugal	Monkeypox/PT0401/2022
Monkeypox/PT0382/2022_Portugal_2022-07-12	OP555478	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0382/2022
MPX_KMgssq_9000237_UnitedKingdom_2022-07-23	OP415211	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000237
MPX_KMgssq_9000236_UnitedKingdom_2022-07-23	OP415210	2022-07-23	Western Europe	United Kingdom	MPX_KMgssq_9000236
MPXV/Germany/2022/RKI221_Germany_2022-08-01	OP215251	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/RKI221
MPXV/Germany/2022/RKI272_Germany_2022-08-07	OP263627	2022-08-07	Western Europe	Germany	MPXV/Germany/2022/RKI272
MPXV/Germany/2022/RKI364_Germany_2022-09-01	OP484685	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI364
MPXV/Germany/2022/RKI239_Germany_2022-08-31	OP215263	2022-08-31	Western Europe	Germany	MPXV/Germany/2022/RKI239
MPX/Human/USA/CA-LACPHL-MA00102/2022_USA_2022-09-01	OP539887	2022-09-01	North America	USA	MPX/Human/USA/CA-LACPHL-MA00102/2022
hMPX/USA/CA-LACPHL-MA00154/2022_USA_2022-08-05	OP580587	2022-08-05	North America	USA	hMPX/USA/CA-LACPHL-MA00154/2022
MPX/Human/USA/CA-LACPHL-MA00109/2022_USA_2022-08-25	OP539894	2022-08-25	North America	USA	MPX/Human/USA/CA-LACPHL-MA00109/2022
hMpxV/UK/LMO-012a/2022_UnitedKingdom_2022-06-21	OP390190	2022-06-21	Western Europe	United Kingdom	hMpxV/UK/LMO-012a/2022
Monkeypox/PT0575/2022_Portugal_2022-09-06	OP555646	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0575/2022
Monkeypox/PT0566/2022_Portugal_2022-08-31	OP555637	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0566/2022
Monkeypox/PT0571/2022_Portugal_2022-09-05	OP555642	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0571/2022
Monkeypox/PT0565/2022_Portugal_2022-09-05	OP555636	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0565/2022
Monkeypox/PT0175/2022_Portugal_2022-06-29	OP324490	2022-06-29	Southern Europe	Portugal	Monkeypox/PT0175/2022
Monkeypox/PT0149/2022_Portugal_2022-07-06	OP324466	2022-07-06	Southern Europe	Portugal	Monkeypox/PT0149/2022
Monkeypox/PT0269/2022_Portugal_2022-06-15	OP414309	2022-06-15	Southern Europe	Portugal	Monkeypox/PT0269/2022
MPX/PT0123/2022_Portugal_2022-07-13	OP245356	2022-07-13	Southern Europe	Portugal	MPX/PT0123/2022
VAC_INS_MPX_1054_L_Colombia_2022-10-25	OP837473	2022-10-25	South America	Colombia	VAC_INS_MPX_1054_L
MPXV_USA_2022_SC0003_USA_2022-07-25	OP603005	2022-07-25	North America	USA	MPXV_USA_2022_SC0003
NJ-MPXV-011_USA_2022-08-17	OP879731	2022-08-17	North America	USA	NJ-MPXV-011
MPXV/Human/USA/MA-USAFSAM-M0002/2022_USA_2022-09-13	OP598104	2022-09-13	North America	USA	MPXV/Human/USA/MA-USAFSAM-M0002/2022
MPXV/ITM_pt_09/Belgium/2-Jun-2022_Belgium_2022-06-02	OP144217	2022-06-02	Western Europe	Belgium	MPXV/ITM_pt_09/Belgium/2-Jun-2022
MPXV/ITM_pt_24/Belgium/16-Jun-2022_Belgium_2022-06-16	OP144213	2022-06-16	Western Europe	Belgium	MPXV/ITM_pt_24/Belgium/16-Jun-2022
MPXV/ITM_pt_07/Belgium/30-May-2022_Belgium_2022-05-30	OP144216	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_07/Belgium/30-May-2022
MPXV/ITM_pt_10/Belgium/1-Jun-2022_Belgium_2022-06-01	OP144211	2022-06-01	Western Europe	Belgium	MPXV/ITM_pt_10/Belgium/1-Jun-2022
MPXV/ITM_pt_05/Belgium/30-May-2022_Belgium_2022-05-30	OP144215	2022-05-30	Western Europe	Belgium	MPXV/ITM_pt_05/Belgium/30-May-2022
MpxV/human/USA/WA-UW-088258/2022_USA_2022-08-01	OP328311	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-088258/2022
Slovenia-MPXV-25-2022_Slovenia_2022-07-01	OP605567	2022-07-01	Central Europe	Slovenia	Slovenia-MPXV-25-2022
MN-MDH-MPXV_0005_USA_2022-06-29	OP597779	2022-06-29	North America	USA	MN-MDH-MPXV_0005
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00392/2022_USA_2022-12-06	OQ331003	2022-12-06	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00392/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00388/2022_USA_2022-12-10	OQ330995	2022-12-10	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00388/2022
MPXV/Germany/2022/ON/RKI305_Germany_2022-09-01	OP494258	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI305
MPXV/Germany/2022/RKI246_Germany_2022-08-24	OP215266	2022-08-24	Western Europe	Germany	MPXV/Germany/2022/RKI246
MPXV/Germany/2022/RKI480_Germany_2022-07-01	OP626118	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI480
MPXV/Germany/2022/RKI572_Germany_2022-06-30	OP837334	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI572
MPXV/Germany/2022/RKI526_Germany_2022-06-20	OP689679	2022-06-20	Western Europe	Germany	MPXV/Germany/2022/RKI526
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00393/2022_USA_2022-12-13	OQ331004	2022-12-13	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00393/2022
MPXV/Human/USA/CA-LACPHL-MA00286/2022_USA_2022-10-04	OP890544	2022-10-04	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00286/2022
hMpxV/USA/CA-CDPH-1000073/2022_USA_2022-11-06	OQ121027	2022-11-06	North America	USA	hMpxV/USA/CA-CDPH-1000073/2022
hMpxV/USA/CA-CDPH-000055/2022_USA_2022-10-07	OP863229	2022-10-07	North America	USA	hMpxV/USA/CA-CDPH-000055/2022
hMPXV/Austria/MUW1539124/2022_Austria_2022-08-02	OP422342	2022-08-02	Western Europe	Austria	hMPXV/Austria/MUW1539124/2022
hMPXV/Austria/MUW1538395/2022_Austria_2022-08-01	OP422341	2022-08-01	Western Europe	Austria	hMPXV/Austria/MUW1538395/2022
Monkeypox/PT0347/2022_Portugal_2022-05-26	OP414376	2022-05-26	Southern Europe	Portugal	Monkeypox/PT0347/2022
hMpxV/UK/LMO-040a/2022_UnitedKingdom_2022-07-17	OP390202	2022-07-17	Western Europe	United Kingdom	hMpxV/UK/LMO-040a/2022
hMpxV/UK/LMO-042a/2022_UnitedKingdom_2022-07-15	OP390203	2022-07-15	Western Europe	United Kingdom	hMpxV/UK/LMO-042a/2022
hMpxV/UK/LMO-004a/2022_UnitedKingdom_2022-06-20	OP390186	2022-06-20	Western Europe	United Kingdom	hMpxV/UK/LMO-004a/2022
Monkeypox/PT0592/2022_Portugal_2022-09-14	OP555659	2022-09-14	Southern Europe	Portugal	Monkeypox/PT0592/2022
hMpxV/UK/LMO-031a/2022_UnitedKingdom_2022-07-08	OP390196	2022-07-08	Western Europe	United Kingdom	hMpxV/UK/LMO-031a/2022
MPXV/Germany/2022/RKI090_Germany_2022-06-24	ON853670	2022-06-24	Western Europe	Germany	MPXV/Germany/2022/RKI090
MPXV/Germany/2022/RKI582_Germany_2022-06-19	OP837344	2022-06-19	Western Europe	Germany	MPXV/Germany/2022/RKI582
MPXV/Germany/2022/RKI057_Germany_2022-06-19	ON813254	2022-06-19	Western Europe	Germany	MPXV/Germany/2022/RKI057
MPXV/Germany/2022/RKI201_Germany_2022-08-21	OP215241	2022-08-21	Western Europe	Germany	MPXV/Germany/2022/RKI201
MPXV/Germany/2022/RKI482_Germany_2022-07-31	OP626120	2022-07-31	Western Europe	Germany	MPXV/Germany/2022/RKI482
MPXV/Germany/2022/RKI484_Germany_2022-07-25	OP626122	2022-07-25	Western Europe	Germany	MPXV/Germany/2022/RKI484
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00365/2022_USA_2022-10-19	OQ330989	2022-10-19	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00365/2022
MpxV/human/USA/WA-UW-083401/2022_USA_2022-08-01	OP628451	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-083401/2022
MPX/Human/USA/CA-LACPHL-MA00253/2022_USA_2022-10-11	OP722512	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00253/2022
VAC_INS_MPX_0958_L_Colombia_2022-10-13	OP819952	2022-10-13	South America	Colombia	VAC_INS_MPX_0958_L
LBMB-UTP_MP-025_VAC_Colombia_2022-11-15	OQ148474	2022-11-15	South America	Colombia	LBMB-UTP_MP-025_VAC
VAC_INS_MPX_1052_E_Colombia_2022-10-25	OP837471	2022-10-25	South America	Colombia	VAC_INS_MPX_1052_E
VAC_INS_MPX_0965_HL_Colombia_2022-10-12	OP819957	2022-10-12	South America	Colombia	VAC_INS_MPX_0965_HL
MPXV_UK_2022_9000107_UnitedKingdom_2022-06-13	OP205095	2022-06-13	Western Europe	United Kingdom	MPXV_UK_2022_9000107
MPXV_UK_2022_3_UnitedKingdom_2022-05-01	ON619837	2022-05-01	Western Europe	United Kingdom	MPXV_UK_2022_3
MpxV/human/CAN/UN-NML-3153/2022_Canada_2022-05-28	ON880529	2022-05-28	North America	Canada	MpxV/human/CAN/UN-NML-3153/2022
MpxV/human/CAN/UN-NML-2831/2022_Canada_2022-05-14	OP013001	2022-05-14	North America	Canada	MpxV/human/CAN/UN-NML-2831/2022
MpxV/human/CAN/UN-NML-3164/2022_Canada_2022-05-29	OP013002	2022-05-29	North America	Canada	MpxV/human/CAN/UN-NML-3164/2022
MpxV/human/CAN/UN-NML-3519/2022_Canada_2022-06-06	OP013005	2022-06-06	North America	Canada	MpxV/human/CAN/UN-NML-3519/2022
MpxV/human/CAN/UN-NML-2899/2022_Canada_2022-05-20	ON803439	2022-05-20	North America	Canada	MpxV/human/CAN/UN-NML-2899/2022
MPXV/Germany/2022/RKI633_Germany_2022-11-01	OQ159028	2022-11-01	Western Europe	Germany	MPXV/Germany/2022/RKI633
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00399/2022_USA_2022-12-30	OQ331008	2022-12-30	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00399/2022
hMPX/USA/CA-LACPHL-MA00160/2022_USA_2022-08-10	OP580593	2022-08-10	North America	USA	hMPX/USA/CA-LACPHL-MA00160/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00397/2023_USA_2023-01-03	OQ331006	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00397/2023
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00396/2023_USA_2023-01-03	OQ331005	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00396/2023
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00398/2023_USA_2023-01-03	OQ331007	2023-01-03	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00398/2023
MPX/Human/USA/CA-LACPHL-MA00254/2022_USA_2022-10-11	OP722513	2022-10-11	North America	USA	MPX/Human/USA/CA-LACPHL-MA00254/2022
MPXV-USA-IL-IDPH-055_USA_2022-07-06	OP536716	2022-07-06	North America	USA	MPXV-USA-IL-IDPH-055
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00370/2022_USA_2022-10-26	OQ330977	2022-10-26	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00370/2022
MPXV_USA_2022_VA0009_USA_2022-07-01	OP881954	2022-07-01	North America	USA	MPXV_USA_2022_VA0009
MPXV_USA_2022_DC0009_USA_2022-06-23	OP378693	2022-06-23	North America	USA	MPXV_USA_2022_DC0009
MPXV_USA_2022_VA0003_USA_2022-06-23	OP303797	2022-06-23	North America	USA	MPXV_USA_2022_VA0003
MPX/Human/USA/CA-LACPHL-MA00197/2022_USA_2022-07-19	OP615270	2022-07-19	North America	USA	MPX/Human/USA/CA-LACPHL-MA00197/2022
MPXV_USA_2022_VA0007_USA_2022-06-23	OP378710	2022-06-23	North America	USA	MPXV_USA_2022_VA0007
9000220_NCPV_1703_UnitedKingdom_2022-05-14	OP394229	2022-05-14	Western Europe	United Kingdom	9000220_NCPV_1703
MPX_OSmnPq_9000278_UnitedKingdom_2022-08-01	OP415240	2022-08-01	Western Europe	United Kingdom	MPX_OSmnPq_9000278
MPX_UbfBKN_9000239_UnitedKingdom_2022-07-24	OP415213	2022-07-24	Western Europe	United Kingdom	MPX_UbfBKN_9000239
MPX_eunRrC_9000312_UnitedKingdom_2022-08-01	OP415257	2022-08-01	Western Europe	United Kingdom	MPX_eunRrC_9000312
MPX_i0Eo3X_9000331_UnitedKingdom_2022-08-01	OP415269	2022-08-01	Western Europe	United Kingdom	MPX_i0Eo3X_9000331
MPX_UbfBKN_9000238_UnitedKingdom_2022-07-24	OP415212	2022-07-24	Western Europe	United Kingdom	MPX_UbfBKN_9000238
Monkeypox/PT0454/2022_Portugal_2022-08-03	OP555535	2022-08-03	Southern Europe	Portugal	Monkeypox/PT0454/2022
Monkeypox/PT0447/2022_Portugal_2022-08-04	OP555528	2022-08-04	Southern Europe	Portugal	Monkeypox/PT0447/2022
Monkeypox/PT0424/2022_Portugal_2022-08-01	OP555512	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0424/2022
MPX/PT0073/2022_Portugal_2022-07-27	OP245327	2022-07-27	Southern Europe	Portugal	MPX/PT0073/2022
Monkeypox/PT0534/2022_Portugal_2022-08-23	OP555605	2022-08-23	Southern Europe	Portugal	Monkeypox/PT0534/2022
Monkeypox/PT0595/2022_Portugal_2022-09-16	OP555662	2022-09-16	Southern Europe	Portugal	Monkeypox/PT0595/2022
Monkeypox/PT0574/2022_Portugal_2022-09-06	OP555645	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0574/2022
MPXV_USA_2022_AZ0003_USA_2022-07-31	OP603009	2022-07-31	North America	USA	MPXV_USA_2022_AZ0003
MPXV-USA-IL-IDPH-001_USA_2022-07-23	OP536662	2022-07-23	North America	USA	MPXV-USA-IL-IDPH-001
MN-MDH-MPXV_0014_USA_2022-07-17	OP597788	2022-07-17	North America	USA	MN-MDH-MPXV_0014
MPXV-USA-IL-IDPH-072_USA_2022-06-30	OP536733	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-072
MPXV-USA-IL-IDPH-073_USA_2022-06-30	OP536734	2022-06-30	North America	USA	MPXV-USA-IL-IDPH-073
hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022_USA_2022-08-08	OP820455	2022-08-08	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10006/2022
hMpxV/UK/LMO-046a/2022_UnitedKingdom_2022-07-26	OP390205	2022-07-26	Western Europe	United Kingdom	hMpxV/UK/LMO-046a/2022
MpxV/human/USA/WA-UW-082670/2022_USA_2022-08-01	OP310053	2022-08-01	North America	USA	MpxV/human/USA/WA-UW-082670/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00394/2022_USA_2022-12-23	OQ330973	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00394/2022
MPXV/Human/USA/CA-LACPHL-MA00355/2022_USA_2022-10-16	OP920693	2022-10-16	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00355/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00395/2022_USA_2022-12-23	OQ330974	2022-12-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00395/2022
MPXV/Human/USA/CA-LACPHL-MA00321/2022_USA_2022-10-27	OP890525	2022-10-27	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00321/2022
MPXV/Human/USA/CA-LACPHL-MA00362/2022_USA_2022-10-28	OP920700	2022-10-28	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00362/2022
MPXV/Human/USA/CA-LACPHL-MA00357/2022_USA_2022-11-08	OP920695	2022-11-08	North America	USA	MPXV/Human/USA/CA-LACPHL-MA00357/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00374/2022_USA_2022-11-23	OQ331002	2022-11-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00374/2022
Monkeypoxvirus/Human/USA/CA-LACPHL-MA00373/2022_USA_2022-11-23	OQ331001	2022-11-23	North America	USA	Monkeypox virus/Human/USA/CA-LACPHL-MA00373/2022
MPXV/Germany/2022/RKI399_Germany_2022-09-01	OP524001	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI399
MPX_BhVKjm_9000233_UnitedKingdom_2022-07-25	OP415207	2022-07-25	Western Europe	United Kingdom	MPX_BhVKjm_9000233
MPX_BhVKjm_9000232_UnitedKingdom_2022-07-25	OP415206	2022-07-25	Western Europe	United Kingdom	MPX_BhVKjm_9000232
hMpxV/Human/USA/IL-RIPHL-MPXV_10015/2022_USA_2022-10-18	OQ121959	2022-10-18	North America	USA	hMpxV/Human/USA/IL-RIPHL-MPXV_10015/2022
MpxV/human/CAN/UN-NML-3342/2022_Canada_2022-06-01	ON880540	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3342/2022
NJ-MPXV-044_USA_2022-07-21	OP879758	2022-07-21	North America	USA	NJ-MPXV-044
MPXV22/human/USA-NE-25_USA_2022-06-25	OP171919	2022-06-25	North America	USA	MPXV22/human/USA-NE-25
MpxV/human/CAN/UN-NML-3972/2022_Canada_2022-07-04	OP270022	2022-07-04	North America	Canada	MpxV/human/CAN/UN-NML-3972/2022
BOL-UNIMOL-MPX-293015-L_Colombia_2022-08-24	OP390179	2022-08-24	South America	Colombia	BOL-UNIMOL-MPX-293015-L
hMPXV-IHU00008_France_2022-07-05	OP382485	2022-07-05	Western Europe	France	hMPXV-IHU00008
Monkeypox/PT0427/2022_Portugal_2022-08-01	OP555514	2022-08-01	Southern Europe	Portugal	Monkeypox/PT0427/2022
Monkeypox/PT0588/2022_Portugal_2022-08-16	OP555656	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0588/2022
Monkeypox/PT0507/2022_Portugal_2022-08-16	OP555580	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0507/2022
Monkeypox/PT0492/2022_Portugal_2022-08-11	OP555567	2022-08-11	Southern Europe	Portugal	Monkeypox/PT0492/2022
Monkeypox/PT0517/2022_Portugal_2022-08-17	OP555588	2022-08-17	Southern Europe	Portugal	Monkeypox/PT0517/2022
Monkeypox/PT0475/2022_Portugal_2022-08-08	OP555554	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0475/2022
Monkeypox/PT0483/2022_Portugal_2022-08-10	OP555561	2022-08-10	Southern Europe	Portugal	Monkeypox/PT0483/2022
Monkeypox/PT0580/2022_Portugal_2022-09-09	OP555651	2022-09-09	Southern Europe	Portugal	Monkeypox/PT0580/2022
Monkeypox/PT0567/2022_Portugal_2022-09-03	OP555638	2022-09-03	Southern Europe	Portugal	Monkeypox/PT0567/2022
Monkeypox/PT0578/2022_Portugal_2022-09-12	OP555649	2022-09-12	Southern Europe	Portugal	Monkeypox/PT0578/2022
Monkeypox/PT0568/2022_Portugal_2022-09-02	OP555639	2022-09-02	Southern Europe	Portugal	Monkeypox/PT0568/2022
Slovenia-MPXV-43-2022_Slovenia_2022-08-08	OP605584	2022-08-08	Central Europe	Slovenia	Slovenia-MPXV-43-2022
MPXV/Germany/2022/RKI359_Germany_2022-09-01	OP484680	2022-09-01	Western Europe	Germany	MPXV/Germany/2022/RKI359
ANT-LDSP-ANT-MPX-24957C_Colombia_2022-09-12	OP642402	2022-09-12	South America	Colombia	ANT-LDSP-ANT-MPX-24957C
BOL-UNIMOL-MPX-293130-L_Colombia_2022-09-03	OP623590	2022-09-03	South America	Colombia	BOL-UNIMOL-MPX-293130-L
CES-UNIMOL-MPX-202203848-L_Colombia_2022-09-14	OP959066	2022-09-14	South America	Colombia	CES-UNIMOL-MPX-202203848-L
CES-UNIMOL-MPX-202203853-L_Colombia_2022-09-15	OP959067	2022-09-15	South America	Colombia	CES-UNIMOL-MPX-202203853-L
CES-UNIMOL-MPX-202203820-L_Colombia_2022-09-12	OP959065	2022-09-12	South America	Colombia	CES-UNIMOL-MPX-202203820-L
BOL-UNIMOL-MPX-293064-O_Colombia_2022-08-30	OP623589	2022-08-30	South America	Colombia	BOL-UNIMOL-MPX-293064-O
ANT-LDSP-ANT-MPX-22751-L_Colombia_2022-08-17	OP431400	2022-08-17	South America	Colombia	ANT-LDSP-ANT-MPX-22751-L
DC_INS_MPX_0998_L_Colombia_2022-09-20	OP837477	2022-09-20	South America	Colombia	DC_INS_MPX_0998_L
BOL-UNIMOL-MPX-293165-L_Colombia_2022-08-09	OP623592	2022-08-09	South America	Colombia	BOL-UNIMOL-MPX-293165-L
MPXV/Germany/2022/ON/RKI660_Germany_2022-08-01	OQ159055	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI660
MPXV_IRBA22-11_France_2022-05-19	ON755039	2022-05-19	Western Europe	France	MPXV_IRBA22-11
ID6821_Italy_2022-06-21	OP838893	2022-06-21	Southern Europe	Italy	ID6821
hMPXV-IHU00004_France_2022-07-04	OP382481	2022-07-04	Western Europe	France	hMPXV-IHU00004
MpxV/human/CAN/UN-NML-4017/2022_Canada_2022-07-05	OP270026	2022-07-05	North America	Canada	MpxV/human/CAN/UN-NML-4017/2022
hMPXV-IHU00009_France_2022-07-07	OP382486	2022-07-07	Western Europe	France	hMPXV-IHU00009
MPXV-1047_France_2022-06-07	OQ172215	2022-06-07	Western Europe	France	MPXV-1047
Monkeypox/PT0572/2022_Portugal_2022-09-05	OP555643	2022-09-05	Southern Europe	Portugal	Monkeypox/PT0572/2022
Monkeypox/PT0594/2022_Portugal_2022-09-15	OP555661	2022-09-15	Southern Europe	Portugal	Monkeypox/PT0594/2022
DC_INS_MPX_0718_L_Colombia_2022-08-16	OP693652	2022-08-16	South America	Colombia	DC_INS_MPX_0718_L
Monkeypox/PT0381/2022_Portugal_2022-07-11	OP555477	2022-07-11	Southern Europe	Portugal	Monkeypox/PT0381/2022
Monkeypox/PT0331/2022_Portugal_2022-05-28	OP414362	2022-05-28	Southern Europe	Portugal	Monkeypox/PT0331/2022
Monkeypox/PT0311/2022_Portugal_2022-06-06	OP414345	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0311/2022
Monkeypox/PT0008/2022_Portugal_2022-05-15	ON585038	2022-05-15	Southern Europe	Portugal	Monkeypox/PT0008/2022
Monkeypox/PT0255/2022_Portugal_2022-06-18	OP414296	2022-06-18	Southern Europe	Portugal	Monkeypox/PT0255/2022
MpxV/human/CAN/UN-NML-3336/2022_Canada_2022-06-01	ON880538	2022-06-01	North America	Canada	MpxV/human/CAN/UN-NML-3336/2022
Monkeypox/PT0389/2022_Portugal_2022-07-12	OP555485	2022-07-12	Southern Europe	Portugal	Monkeypox/PT0389/2022
Monkeypox/PT0020/2022_Portugal_2022-05-19	ON649713	2022-05-19	Southern Europe	Portugal	Monkeypox/PT0020/2022
Monkeypox/PT0229/2022_Portugal_2022-06-22	OP324538	2022-06-22	Southern Europe	Portugal	Monkeypox/PT0229/2022
Monkeypox/PT0045/2022_Portugal_2022-06-06	ON843181	2022-06-06	Southern Europe	Portugal	Monkeypox/PT0045/2022
Monkeypox/PT0470/2022_Portugal_2022-08-08	OP555549	2022-08-08	Southern Europe	Portugal	Monkeypox/PT0470/2022
Monkeypox/PT0215/2022_Portugal_2022-06-24	OP324525	2022-06-24	Southern Europe	Portugal	Monkeypox/PT0215/2022
Monkeypox/PT0497/2022_Portugal_2022-08-16	OP555571	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0497/2022
Monkeypox/PT0561/2022_Portugal_2022-08-31	OP555632	2022-08-31	Southern Europe	Portugal	Monkeypox/PT0561/2022
Monkeypox/PT0536/2022_Portugal_2022-08-22	OP555607	2022-08-22	Southern Europe	Portugal	Monkeypox/PT0536/2022
MPXV_USA_2022_CT0002_USA_2022-07-01	OP451009	2022-07-01	North America	USA	MPXV_USA_2022_CT0002
MPXV/Germany/2022/RKI387_Germany_2022-09-30	OP523989	2022-09-30	Western Europe	Germany	MPXV/Germany/2022/RKI387
MPXV/Germany/2022/RKI011_Germany_2022-05-19	ON694342	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/RKI011
MPXV_USA_2022_NY004_USA_2022-05-25	ON959135	2022-05-25	North America	USA	MPXV_USA_2022_NY004
MPXV/Germany/2022/ON/RKI668_Germany_2022-05-19	OQ274887	2022-05-19	Western Europe	Germany	MPXV/Germany/2022/ON/RKI668
MPXV_USA_2022_NY002_USA_2022-05-19	ON959133	2022-05-19	North America	USA	MPXV_USA_2022_NY002
MPXV/Germany/2022/RKI019_Germany_2022-05-29	ON694330	2022-05-29	Western Europe	Germany	MPXV/Germany/2022/RKI019
MPXV/Germany/2022/RKI558_Germany_2022-06-30	OP764616	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI558
MPXV/Germany/2022/RKI470_Germany_2022-07-01	OP626108	2022-07-01	Western Europe	Germany	MPXV/Germany/2022/RKI470
MPXV/Germany/2022/RKI589_Germany_2022-06-30	OP837351	2022-06-30	Western Europe	Germany	MPXV/Germany/2022/RKI589
MPXV/Germany/2022/ON/RKI314_Germany_2022-08-01	OP355572	2022-08-01	Western Europe	Germany	MPXV/Germany/2022/ON/RKI314
Monkeypox/PT0573/2022_Portugal_2022-09-06	OP555644	2022-09-06	Southern Europe	Portugal	Monkeypox/PT0573/2022
Monkeypox/PT0486/2022_Portugal_2022-08-09	OP555562	2022-08-09	Southern Europe	Portugal	Monkeypox/PT0486/2022
Slovenia-MPXV-10-2022_Slovenia_2022-07-22	OP605553	2022-07-22	Central Europe	Slovenia	Slovenia-MPXV-10-2022
Monkeypox/PT0501/2022_Portugal_2022-08-16	OP555575	2022-08-16	Southern Europe	Portugal	Monkeypox/PT0501/2022
hMPXV-IHU00016_France_2022-07-22	OP382493	2022-07-22	Western Europe	France	hMPXV-IHU00016
hMPXV-IHU00015_France_2022-07-22	OP382492	2022-07-22	Western Europe	France	hMPXV-IHU00015
CUN_INS_MPX_0951_C_Colombia_2022-10-14	OP819947	2022-10-14	South America	Colombia	CUN_INS_MPX_0951_C
LIM-INS-016_Peru_2022-07-09	OP320554	2022-07-09	South America	Peru	LIM-INS-016
ANT-LDSP-ANT-MPX-28353C_Colombia_2022-10-14	OQ261706	2022-10-14	South America	Colombia	ANT-LDSP-ANT-MPX-28353C
DC_INS_MPX-1122-H_Colombia_2022-10-22	OQ197863	2022-10-22	South America	Colombia	DC_INS_MPX-1122-H
LIM-INS-012_Peru_2022-07-06	OP320552	2022-07-06	South America	Peru	LIM-INS-012
DC_INS_MPX_0984_L_Colombia_2022-09-20	OP837476	2022-09-20	South America	Colombia	DC_INS_MPX_0984_L
