strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
OP890539	OP890539	OP890539.1	MPXV/Human/USA/CA-LACPHL-MA00305/2022	2022-09-28	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.4	0.9877946746852324	1276.0	612.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP920686	OP920686	OP920686.1	MPXV/Human/USA/CA-LACPHL-MA00348/2022	2022-10-06	North America	USA			Homo sapiens	2022-11-30		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9906596554923964	291.0	602.0	3.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP604528	OP604528	OP604528.1	MPXV_USA_2022_MD0003	2022-06-XX	North America	USA	Maryland		Homo sapiens	2022-10-11	SRR21851079	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Myers,R., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Knipe,K., Burroughs,S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y.	CDC, DHCPP-PRB
ON808416	ON808416	ON808416.1	CVR_MPXV1d	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	605.0	1.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
OP415195	OP415195	OP415195.1	MPX_96X1Vd_9000217	2022-03-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	0.9999594339000756	8.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
ON780016	ON780016	ON780016.1	INMI-Pt3	2022-05-19	Europe	Italy			Homo sapiens	2022-06-16		Rueca et al		IIb	hMPXV-1	B.1	0.9994117915510956	116.0	605.0	0.0	good	good	good	good	good		False	Rueca,M., Giombini,E., Gruber,C.E.M., Gramigna,G., Mazzotta,V., Carletti,F., Lapa,D., Pittalis,S., Puro,V., Fabeni,L., Butera,O., Colavita,F., Meschi,S., Matusali,G., Specchiarello,E., Vairo,F., Vaia,F., Nicastri,E., Antinori,A., Girardi,E., Maggi,F.	INMI Lazzaro Spallanzani IRCCS, Laboratory of Virology
ON853672	ON853672	ON853672.1	MPXV/Germany/2022/RKI093	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.99917853647653	162.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959165	ON959165	ON959165.1	MPXV/Germany/2022/RKI151	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
OP598102	OP598102	OP598102.1	MPXV/Human/USA/AL-USAFSAM-M0001a/2022	2022-09-06	North America	USA	Alabama		Homo sapiens	2022-10-07	SRR21755544	Fries et al		IIb	hMPXV-1	B.1.2	0.991222510128848	194.0	606.0	0.0	good	good	good	mediocre	good	OPG084:401-677,OPG118:79-638,OPG151:840-1165,OPG189:294-562	False	Fries,A.	US Air Force, USAFSAM
OP680506	OP680506	OP680506.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00228/2022	2022-10-04	North America	USA			Homo sapiens	2022-10-19		Hemarajata et al		IIb	hMPXV-1	B.1	0.9824602325451678	1911.0	596.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP382479	OP382479	OP382479.1	hMPXV-IHU00002	2022-07-01	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI
OP881942	OP881942	OP881942.1	MPXV_USA_2022_CA0010	2022-09-XX	North America	USA	California		Homo sapiens	2022-11-23	SRR22383381	Gigante et al		IIb	hMPXV-1	B.1.4	0.999781957212906	43.0	611.0	0.0	good	good	good	good	good		False	Gigante,C., Ventura,J., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	CDC, DHCPP-PRB
OP450992	OP450992	OP450992.1	MPXV_USA_2022_TN0005	2022-07-XX	North America	USA	Tennessee		Homo sapiens	2022-09-16	SRR21677090	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Thomas,L., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Dunn,J., Li,Y.	CDC, DHCPP-PRB
OP879722	OP879722	OP879722.1	NJ-MPXV-001	2022-07-26	North America	USA	New Jersey		Homo sapiens	2022-11-22	SRR22321727	Palmateer et al		IIb	hMPXV-1	B.1.3	0.9920997520397142	0.0	602.0	0.0	good	good	good	good	good		False	Palmateer,N.C.	New Jersey Department of Health, Public Health and Environmental Laboratories
OP539890	OP539890	OP539890.1	MPX/Human/USA/CA-LACPHL-MA00105/2022	2022-08-24	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9804978474613228	2712.0	601.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP837481	OP837481	OP837481.1	VAC_INS_MPX_1050_C	2022-10-26	South America	Colombia	Valle del Cauca		Homo sapiens	2022-11-16		Laiton-Donato et al		IIb	hMPXV-1	B.1.16	0.9730894634626208	5183.0	593.0	0.0	good	good	good	good	good		False	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica
OP890525	OP890525	OP890525.1	MPXV/Human/USA/CA-LACPHL-MA00321/2022	2022-10-27	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9910247503917164	222.0	600.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890553	OP890553	OP890553.1	MPXV/Human/USA/CA-LACPHL-MA00325/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9885907843962496	1144.0	602.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP382486	OP382486	OP382486.1	hMPXV-IHU00009	2022-07-07	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999492923750944	2.0	611.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI
OP480405	OP480405	OP480405.1	hMPXV/USA/NC-UNC-0004/2022	2022-08-02	North America	USA	North Carolina		Homo sapiens	2022-09-20		Deanhardt et al		IIb	hMPXV-1	B.1.3	0.9879620098474208	2283.0	600.0	0.0	good	good	good	good	good		False	Deanhardt,B., Miller,M., Wang,J.R.	University of North Carolina at Chapel Hill, Department of Genetics
ON676708	ON676708	ON676708.1	MPXV_USA_2021_MD	2021-11-XX	North America	USA	Maryland		Homo sapiens	2022-06-03		Gigante et al		IIb	hMPXV-1	A.1.1	0.999964504662566	7.0	597.0	0.0	good	good	good	good	good		False	Gigante,C.M., Myers,R., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
OP310049	OP310049	OP310049.1	MpxV/human/USA/OH-UW-085556/2022	2022-08-XX	North America	USA	Ohio		Homo sapiens	2022-08-26	SRR21236137	Sereewit et al		IIb	hMPXV-1	B.1.2	0.9999847877125284	0.0	608.0	3.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP689682	OP689682	OP689682.1	MPXV/Germany/2022/RKI529	2022-07-XX	Europe	Germany			Homo sapiens	2022-10-20		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.9976978738292878	454.0	610.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP604569	OP604569	OP604569.1	MPXV22/human/USA-OK-302	2022-09-14	North America	USA	Oklahoma		Homo sapiens	2022-10-11		Chapman et al		IIb	hMPXV-1	B.1	0.999964504662566	7.0	609.0	0.0	good	good	good	good	good		False	Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., O'Dell,J.X., Mannell,M., Wiley,M.R., Cross,S.T.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health
OP819949	OP819949	OP819949.1	VAC_INS_MPX_0955_C	2022-10-11	South America	Colombia	Valle del Cauca		Homo sapiens	2022-11-14		Laiton-Donato et al		IIb	hMPXV-1	B.1.16	0.9958977531451404	685.0	613.0	0.0	good	good	good	good	good		False	Laiton-Donato,K.D., Franco,C.E., Alvarez-Diaz,D.A., Ruiz-Moreno,H.A., Prada,D.A., Martinez,D., Mercado-Reyes,M.M.	Instituto Nacional de Salud, Direccion de Investigacion en Salud Publica
OQ054227	OQ054227	OQ054227.1	MPXV_USA_2022_NC0012	2022-09-XX	North America	USA	North Carolina		Homo sapiens	2022-12-15	SRR22708632	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	608.0	0.0	good	good	good	good	good		False	Gigante,C., Pettit,D., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Deutsch-Feldman,M., Li,Y.	CDC, DHCPP-PRB
OQ054246	OQ054246	OQ054246.1	MPXV_USA_2022_FL0028	2022-09-XX	North America	USA	Florida		Homo sapiens	2022-12-15	SRR22708526	Gigante et al		IIb	hMPXV-1	B.1.2	0.9996957542505668	24.0	610.0	0.0	good	good	good	good	good		False	Gigante,C., Lee,P., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Stanek,D., Li,Y.	CDC, DHCPP-PRB
OQ148461	OQ148461	OQ148461.1	LBMB-UTP_MP-002_TOL	2022-09-17	South America	Colombia	Tolima		Homo sapiens	2022-12-30		Anacona et al		IIb	hMPXV-1	B.1.10	0.935723014669716	10489.0	563.0	0.0	mediocre	good	good	good	good		False	Anacona,J.D., Lopez,P.A., Orjuela,M., Tabares,F.A., Zuluaga-Velez,A., Sepulveda-Arias,J.C.	Universidad Tecnologica de Pereira, Laboratorio de Biologia Molecular y Biotecnologia / Facultad de ciencias de la salud
OP628456	OP628456	OP628456.1	MpxV/human/USA/WA-UW-084166/2022	2022-07-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887164	Sereewit et al		IIb	hMPXV-1	B.1.17	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP205093	OP205093	OP205093.1	MPXV_UK_2022_9000105	2022-06-14	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999898584750188	0.0	605.0	2.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP890566	OP890566	OP890566.1	MPXV/Human/USA/CA-LACPHL-MA00309/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9950154404717836	479.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP628454	OP628454	OP628454.1	MpxV/human/USA/WA-UW-084082/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887139	Sereewit et al		IIb	hMPXV-1	B.1	0.9999898584750188	0.0	607.0	2.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP879756	OP879756	OP879756.1	NJ-MPXV-042	2022-07-20	North America	USA	New Jersey		Homo sapiens	2022-11-22	SRR22321699	Palmateer et al		IIb	hMPXV-1	B.1.8	0.9189945692133726	14415.0	585.0	2.0	mediocre	good	good	good	good		False	Palmateer,N.C.	New Jersey Department of Health, Public Health and Environmental Laboratories
OP555494	OP555494	OP555494.1	Monkeypox/PT0398/2022	2022-07-15	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.985015896840408	2115.0	598.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON950045	ON950045	ON950045.2	MPXV/ITM_pt_31/Belgium/27-May-2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-07-08		De Baetselier et al		IIb	hMPXV-1	B.1.3	0.9655390981141836	408.0	580.0	0.0	good	good	good	good	good	OPG159:134-146	False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M.	Institute of Tropica Medicine, Department of Clinical Sciences
OP890534	OP890534	OP890534.1	MPXV/Human/USA/CA-LACPHL-MA00300/2022	2022-09-27	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9869427865868192	1029.0	600.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890532	OP890532	OP890532.1	MPXV/Human/USA/CA-LACPHL-MA00298/2022	2022-09-30	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9768266154181604	3022.0	597.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP205074	OP205074	OP205074.1	MPXV_UK_2022_9000068	2022-06-07	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999746461875472	0.0	605.0	5.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP748954	OP748954	OP748954.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00268/2022	2022-09-30	North America	USA			Homo sapiens	2022-11-01		Hemarajata et al		IIb	hMPXV-1	B.1.4	0.9902692067806236	758.0	607.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP747061	OP747061	OP747061.1	MpxV/human/USA/Unknown-UW-093679/2022	2022-09-XX	North America	USA	USA		Homo sapiens	2022-10-31	SRR22102847	Sereewit et al		IIb	hMPXV-1	B.1.2	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP764618	OP764618	OP764618.1	MPXV/Germany/2022/RKI560	2022-06-XX	Europe	Germany			Homo sapiens	2022-11-03		Brinkmann et al		IIb	hMPXV-1	B.1	0.9991024750391716	173.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP442539	OP442539	OP442539.1	hMPX/Human/USA/CA-LACPHL-MA00078/2022	2022-08-05	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9669791946615012	4962.0	582.0	2.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP881941	OP881941	OP881941.1	MPXV_USA_2022_AL0001	2022-08-XX	North America	USA	Alabama		Homo sapiens	2022-11-23	SRR22383377	Gigante et al		IIb	hMPXV-1	B.1	0.9997870279753966	41.0	615.0	1.0	good	good	good	good	good		False	Gigante,C., Ingram,A., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Geeter,E., Li,Y.	CDC, DHCPP-PRB
OP390186	OP390186	OP390186.1	hMpxV/UK/LMO-004a/2022	2022-06-20	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1	0.9693168161696474	5340.0	597.0	19.0	good	mediocre	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory
ON880545	ON880545	ON880545.1	MpxV/human/CAN/UN-NML-3366/2022	2022-06-02	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
OP440589	OP440589	OP440589.1	hMPX/Human/USA/CA-LACPHL-MA00020/2022	2022-07-27	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1	0.971238635153568	4443.0	593.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP743971	OP743971	OP743971.1	MpxV/human/USA/WA-UW-098189/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22085341	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OQ330979	OQ330979	OQ330979.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00387/2022	2022-12-05	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.9847725002408612	1455.0	607.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890535	OP890535	OP890535.1	MPXV/Human/USA/CA-LACPHL-MA00301/2022	2022-09-27	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9807868809232844	2244.0	600.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP539938	OP539938	OP539938.1	MPX/Human/USA/CA-LACPHL-MA00152/2022	2022-08-23	North America	USA			Homo sapiens	2022-09-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9547992231591864	7358.0	572.0	0.0	mediocre	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP018591	OP018591	OP018591.1	MPXV/Germany/2022/RKI183	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-19		Brinkmann et al		IIb	hMPXV-1	B.1.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP747055	OP747055	OP747055.1	MpxV/human/USA/WA-UW-095970/2022	2022-09-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22102845	Sereewit et al		IIb	hMPXV-1	B.1.11	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OQ159028	OQ159028	OQ159028.1	MPXV/Germany/2022/RKI633	2022-11-XX	Europe	Germany			Homo sapiens	2023-01-03		Brinkmann et al		IIb	hMPXV-1	B.1	0.9978246428915516	429.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP628464	OP628464	OP628464.1	MpxV/human/USA/WA-UW-085249/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887161	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OQ331003	OQ331003	OQ331003.1	Monkeypox virus/Human/USA/CA-LACPHL-MA00392/2022	2022-12-06	North America	USA			Homo sapiens	2023-01-26		Hemarajata et al		IIb	hMPXV-1	B.1	0.9897114229066624	788.0	606.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
ON959150	ON959150	ON959150.1	MPXV/Germany/2022/RKI145	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		IIb	hMPXV-1	B.1	0.9999391508501132	12.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
OQ261710	OQ261710	OQ261710.1	ANT-LDSP-ANT-MPX-28769E	2022-10-21	South America	Colombia	Antioquia		Homo sapiens	2023-01-22		Betancur et al		IIb	hMPXV-1	B.1.10	0.9734900536993748	5128.0	589.0	0.0	good	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OQ054245	OQ054245	OQ054245.1	MPXV_USA_2022_CA0030	2022-09-XX	North America	USA	California		Homo sapiens	2022-12-15	SRR22708525	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	610.0	0.0	good	good	good	good	good		False	Gigante,C., Ventura,J., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.	CDC, DHCPP-PRB
OP378699	OP378699	OP378699.1	MPXV_USA_2022_GA0013	2022-07-XX	North America	USA	Georgia		Homo sapiens	2022-09-06	SRR21684326	Gigante et al		IIb	hMPXV-1	B.1.2	0.9997920987378872	41.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Pavlick,J., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Parrott,T., Li,Y.	CDC, DHCPP-PRB
OP890554	OP890554	OP890554.1	MPXV/Human/USA/CA-LACPHL-MA00326/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1.17	0.9891029314077958	601.0	603.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP959060	OP959060	OP959060.1	BOL-UNIMOL-MPX-293428-L	2022-10-29	South America	Colombia	Bolivar CO		Homo sapiens	2022-12-06		Loyola et al		IIb	hMPXV-1	B.1.2	0.9140455050225904	14764.0	549.0	0.0	mediocre	good	good	good	good		False	Loyola,S., Fernandez-Ruiz,M., Torres-Pacheco,J., Franco-Munoz,C., Laiton-Donato,K., Ruiz-Moreno,H., Mercado-Reyes,M., Gomez-Camargo,D.	Universidad de Cartagena, Laboratorio de Investigacion Molecular (UNIMOL)
OP144211	OP144211	OP144211.2	MPXV/ITM_pt_10/Belgium/1-Jun-2022	2022-06-01	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1	0.9670299022864068	119.0	579.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences
