# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Nov 09 17:15:22 PST 2022 [seed=1668042916828]
# -threads 10 -save_every 2000000 -beagle 235hmpxv_logistic.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	logistic.popSize	logistic.growthRate	logistic.t50	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
4250000	-29531.242866917946	-574.7529140756471	-28956.489952842297	0.6827506784517754	2022.1145095955208	36.12536857443283	16.457049931642675	20.91434559020923	0.42248915411504134	33.91727270782119	0.33811072764219846	0.16377702416029788	0.16907902558850102	0.32903322260900386	0.11294474655709665	5.251458844155454E-4	5.251458844155451E-4	-28956.489952842297	0.0	-545.8992158132638
4275000	-29514.08853131449	-556.9845250038563	-28957.104006310634	0.7311493508651059	2022.0661109231075	34.323076592948944	15.957017566660316	17.749530190647135	0.3827067232196957	23.043628895414926	0.3285835053019619	0.16490505934111535	0.17068982725535295	0.33582160810157113	0.25959572377637935	5.912071158132422E-4	5.912071158132427E-4	-28957.104006310634	0.0	-531.996294113526
4300000	-29514.71202709795	-567.9339215855175	-28946.778105512432	0.8302645788115219	2021.9669956951611	35.109691320393885	24.855638082573787	10.73476580691799	0.30390536808547247	20.93588014420459	0.32880473417661876	0.1681674596814322	0.16627973539033303	0.33674807075161733	0.2988978532659652	5.325440275466026E-4	5.325440275466032E-4	-28946.778105512432	0.0	-549.66286374549
4325000	-29529.17155163005	-580.1121447600016	-28949.05940687005	0.750469076083338	2022.0467911978892	36.37569289289373	15.202949417021644	17.30392396402019	0.4077448184621342	31.08103413778583	0.32915191857168097	0.17453557212083756	0.1690289750953583	0.3272835342121244	0.0701480368738748	5.382472805474442E-4	5.382472805474444E-4	-28949.05940687005	0.0	-555.2596720331028
4350000	-29503.46484498382	-559.8856134133317	-28943.57923157049	0.7042733580023669	2022.0929869159702	34.4818735559032	17.418707769600772	17.39409348036991	0.38600902540516174	34.80809663201629	0.3344233870164912	0.16983221400019896	0.16949806759956593	0.3262463313837453	0.22672607873973058	5.714729413137328E-4	5.714729413137332E-4	-28943.57923157049	0.0	-534.1997951084885
4375000	-29495.296920738	-535.0655943909672	-28960.231326347035	0.6490434537075258	2022.1482168202651	34.756583301962074	27.204791255339714	22.829993146039428	0.3601745149676243	25.950749586686385	0.3298003419957657	0.1655300639820542	0.16664308809860368	0.33802650592357786	0.6383082597643653	5.309846761620093E-4	5.309846761620091E-4	-28960.231326347035	0.0	-503.4201274927173
4400000	-29516.458018348327	-548.8159488365136	-28967.642069511814	0.7005243646952658	2022.0967359092774	34.107683342387375	16.569122753501915	19.80053069447913	0.38247833198868053	22.98801740658405	0.3269587680855611	0.16934695164148042	0.17283165223587385	0.3308626280370861	0.04999527779015107	5.31644295301642E-4	5.31644295301642E-4	-28967.642069511814	0.0	-522.1639957440591
4425000	-29462.425539774526	-501.48950887825055	-28960.936030896275	0.6799519457745625	2022.117308328198	29.581663503406638	10.451768503805091	20.938785388107306	0.3965287254382202	21.971768614898373	0.33223991975823697	0.17281375748178	0.16968739457166926	0.3252589281883153	0.18866170004999394	6.36071835064895E-4	6.360718350648956E-4	-28960.936030896275	0.0	-473.9890790575775
4450000	-29505.349994864042	-558.7857529915966	-28946.564241872446	0.8343691824447206	2021.9628910915278	33.988338862303976	13.380869588133814	14.057370321356656	0.3794419532587761	22.285410567366622	0.3296633390025973	0.1686898136595373	0.17174045192931833	0.3299063954085487	0.16591571006221478	5.989773646604351E-4	5.989773646604348E-4	-28946.564241872446	0.0	-537.9319804962297
4475000	-29502.839540556153	-561.9467095651759	-28940.89283099098	0.7840332523462956	2022.0132270216263	34.593397358502955	23.405575401121077	12.494542620371538	0.3146703575407516	30.64970573672308	0.3328134810624543	0.1672857190251264	0.16993360147908015	0.329967198433341	0.17264573125409982	6.090485515249027E-4	6.090485515249025E-4	-28940.89283099098	0.0	-541.3028427469856
4500000	-29513.45237351636	-586.1489856091769	-28927.303387907185	0.8905656867474474	2021.906694587225	36.38818984500063	11.535785045538132	14.56914195264006	0.44177770930223725	31.428758734247012	0.3343356234784139	0.1690019166112683	0.1706502743010449	0.3260121856092749	0.1052811125513321	5.055108895283707E-4	5.05510889528372E-4	-28927.303387907185	0.0	-564.2085496298132
4525000	-29505.240017515658	-578.448090315252	-28926.791927200407	0.7807737983712725	2022.0164864756014	35.60316685600166	14.437661216348356	15.043431366793156	0.4054186512416731	26.88744036455024	0.3361505172003414	0.16193029219493102	0.1700472324848846	0.331871958119845	0.14416604003847158	5.173159310018714E-4	5.173159310018713E-4	-28926.791927200407	0.0	-556.1239601049496
4550000	-29536.675002644784	-583.108489497878	-28953.566513146907	0.7868417310349922	2022.0104185429377	36.48478530714226	23.34941513886509	13.033472017656878	0.33937924204864106	27.4281336808687	0.33387414785946606	0.16551535204801873	0.16803180035980836	0.33257869973270904	0.571544089061739	5.364513942668981E-4	5.364513942668973E-4	-28953.566513146907	0.0	-561.4095927004772
4575000	-29538.267443211455	-610.7138679156775	-28927.553575295777	0.735733739503564	2022.061526534469	38.56720410968555	9.884569814520045	24.878356080315193	0.49734221020533376	24.654221595138416	0.3356971065431865	0.1654924897194892	0.17146450088764148	0.3273459028496848	0.8170738581841023	4.753969084824435E-4	4.7539690848244276E-4	-28927.553575295777	0.0	-577.7993435934953
4600000	-29498.176590690422	-561.9096607273614	-28936.26692996306	0.7383066020726188	2022.0589536718999	35.092668666818454	15.553426936014205	21.893591963637206	0.4070633388304585	23.709079667799084	0.32569166378429526	0.16328997612708826	0.1689897583291446	0.3420286017594741	0.24178274238718894	5.236220837141159E-4	5.236220837141158E-4	-28936.26692996306	0.0	-532.7709403889281
4625000	-29482.231639960966	-542.1886595480843	-28940.042980412883	0.7554136285828166	2022.0418466453898	33.420466449464044	23.30398745881906	12.290093694810386	0.2899412754534965	24.435480024528356	0.330730995145839	0.1679244716447733	0.17690921693062223	0.32443531627876765	0.8261609152005169	5.871954291322255E-4	5.871954291322255E-4	-28940.042980412883	0.0	-521.00803678776
4650000	-29470.78188236549	-531.9971894360118	-28938.784692929476	0.7189089026957874	2022.0783513712768	31.938007820682003	14.716736779338358	16.993394513953834	0.38202597417436734	20.583632925375067	0.3261537977141497	0.1691055493462544	0.17205670365331635	0.3326839492862819	0.11584561926906722	5.950434064383248E-4	5.950434064383247E-4	-28938.784692929476	0.0	-508.39675221334056
4675000	-29485.858425508217	-528.1249432968381	-28957.733482211377	0.7317658201291157	2022.0654944538435	31.353212284840335	18.01553923282106	16.63205270769538	0.3471216199210552	23.968166687136957	0.3343430434029655	0.17176680267433464	0.16625891386695968	0.32763124005574246	0.7064653433108793	5.474579855999958E-4	5.474579855999958E-4	-28957.733482211377	0.0	-503.14547172115874
4700000	-29491.892858891053	-558.3320960288652	-28933.560762862187	0.7438271154645295	2022.0534331585081	33.87280079618977	11.05570061929155	16.78892492455629	0.41602971179679177	33.096355660834845	0.32706420979695466	0.17121534225968507	0.16992874538336394	0.3317917025599985	0.46860348610708047	5.566996583858064E-4	5.566996583858066E-4	-28933.560762862187	0.0	-533.3541949661611
4725000	-29533.129040253694	-596.0746880607687	-28937.054352192925	0.7782915423074661	2022.0189687316652	37.67410014496389	13.815243474786897	19.28103357949791	0.4460443006295492	28.8501317346865	0.3293832721972419	0.1699305865812523	0.17004745192494888	0.33063868929655926	0.41856999942840084	5.254967759950662E-4	5.254967759950656E-4	-28937.054352192925	0.0	-568.8328374649253
4750000	-29519.9676078358	-579.7003479911968	-28940.2672598446	0.8071893038540078	2021.9900709701185	36.18159165123474	13.203244763753586	14.008072184222492	0.4069269608388706	18.74098623974551	0.33007268302948806	0.17196667573967533	0.1722177341592694	0.3257429070715695	0.047193325495119696	5.603027787944478E-4	5.603027787944477E-4	-28940.2672598446	0.0	-559.5435422826325
4775000	-29514.707459861576	-580.7544407389829	-28933.953019122593	0.8014418565121488	2021.9958184174604	35.922140215499226	16.706285564561117	10.696530458698279	0.35054754907289404	31.955286964349238	0.3290638233419288	0.16570368899775464	0.16953203307053216	0.3357004545897866	0.08674253496290801	5.081832426659938E-4	5.081832426659933E-4	-28933.953019122593	0.0	-562.3106327155801
4800000	-29500.088722803477	-579.7971990561616	-28920.291523747317	0.7589951003864925	2022.038265173586	36.12360821479306	15.676131924382446	14.442045986029393	0.39091301172313747	20.878368904361313	0.33134515784495344	0.17118366192555284	0.16776374650417383	0.32970743372532224	1.0780661200244663	5.095821175408688E-4	5.095821175408691E-4	-28920.291523747317	0.0	-556.7278122155338
4825000	-29518.404954848203	-585.9202364135409	-28932.48471843466	0.7291269790082122	2022.0681332949644	38.33335070895496	62.76406082542057	13.976874252484249	0.27083594403887185	18.669111617984232	0.3271564064919662	0.17297637910265187	0.16880185636843503	0.3310653580369493	0.28613129287279526	5.157024221565234E-4	5.157024221565226E-4	-28932.48471843466	0.0	-563.7664185382247
4850000	-29521.86464081627	-577.3349538140378	-28944.529687002232	0.7166441721405533	2022.080616101832	36.4675871035074	16.522155258160502	17.38346860184943	0.39682668848197583	20.85490927786816	0.3265477412809466	0.16784377390206606	0.1722015343880149	0.33340695042897517	0.2292812114248017	5.62766910278456E-4	5.627669102784568E-4	-28944.529687002232	0.0	-552.9717420226364
4875000	-29531.711237582356	-578.1862779752206	-28953.524959607137	0.7473449669790535	2022.0499153069936	36.399817569861106	15.645136667064005	20.625339306818624	0.41675806537843524	35.691894486956514	0.335509649463968	0.16833563230556772	0.16513254072222822	0.3310221775082389	0.45633629085667204	5.530031626699505E-4	5.530031626699507E-4	-28953.524959607137	0.0	-548.8511856170004
4900000	-29525.706393088265	-581.5206573334259	-28944.18573575484	0.7822401207890004	2022.0150201531835	35.909271876194005	17.622629180042473	12.369116365170543	0.3683517789519163	23.428879585359915	0.33980953802580693	0.1670661727967598	0.16756184421373574	0.3255624449637004	0.42733360314175173	5.702547275301899E-4	5.702547275301894E-4	-28944.18573575484	0.0	-561.4387309098964
4925000	-29535.442694998106	-582.5364372053177	-28952.906257792787	0.7894396742755575	2022.007820599697	35.71624387074713	10.043541502092616	15.408655334490618	0.43243622838881346	30.943746092727423	0.32996726603391224	0.16492634630878467	0.17238178133848775	0.332724606318818	0.3109076236188005	5.816241002521785E-4	5.816241002521799E-4	-28952.906257792787	0.0	-559.5235975898347
4950000	-29524.40311194086	-595.8876247171793	-28928.51548722368	0.7972176599460522	2022.0000426140266	37.40746295919536	11.005272622365522	18.402602963892313	0.47534575303268134	30.30693159721677	0.33171852310033734	0.16801680104433517	0.16837399974155925	0.33189067611377077	0.07511407396734052	5.058166611787432E-4	5.058166611787429E-4	-28928.51548722368	0.0	-570.3140044051751
4975000	-29544.944247442574	-610.4947710212834	-28934.44947642129	0.767833159913406	2022.0294271140592	39.55743835168157	15.446828120044481	16.730431557502	0.44609909159378114	23.461554975726415	0.3302762212798267	0.1695030864634655	0.16921889273191829	0.3310017995247919	0.040332555178289105	5.062294472184506E-4	5.062294472184507E-4	-28934.44947642129	0.0	-586.9539960710952
5000000	-29545.67896565477	-617.2136609264588	-28928.46530472831	0.7958126801023235	2022.0014475938704	39.98213064351774	14.014245197145279	15.441458861509961	0.45144907901800835	34.94432021007559	0.3267037329712054	0.16858232265264755	0.16889719948175155	0.335816744894398	0.24803271670218746	4.6004810233555974E-4	4.600481023355597E-4	-28928.46530472831	0.0	-593.6450495320983
5025000	-29508.774419941896	-582.8194787722175	-28925.95494116968	0.7617229541965569	2022.035537319776	36.84604502654603	17.161760259515532	17.40296921009085	0.4051990557314989	24.881377711158585	0.331188819799766	0.16917756262745365	0.17002271522362672	0.3296109023491562	0.241649376287161	5.455571274778034E-4	5.455571274778032E-4	-28925.95494116968	0.0	-557.9573406352185
5050000	-29550.503424937353	-600.1365925144942	-28950.36683242286	0.810193527665315	2021.9870667463074	38.33841830088941	24.23488651026094	11.620842425300316	0.3436040902574903	25.46214430161421	0.33617791289775484	0.16542178626049053	0.16727274797224814	0.3311275528695089	0.29234662122357424	5.173893417456103E-4	5.173893417456102E-4	-28950.36683242286	0.0	-580.5541380962425
5075000	-29542.198205090033	-618.7840956768174	-28923.414109413217	0.8587588350489398	2021.9385014389236	40.08554172880295	22.64743051035131	13.006887239487876	0.3707708331864201	24.861217547379983	0.3293799131827983	0.16972456020776525	0.17224751996999416	0.3286480066394448	0.7500866963135681	4.7379546374738603E-4	4.7379546374738544E-4	-28923.414109413217	0.0	-597.0257611262789
5100000	-29487.649661821404	-569.1660055207709	-28918.483656300632	0.7844232091555152	2022.0128370648172	35.41094474657875	26.329151303739717	11.876170173195534	0.3011662644782662	27.93023750682046	0.3294923181121359	0.16356161271769518	0.17154652883885949	0.33539954033131203	0.32814059295631537	5.528237603476395E-4	5.528237603476394E-4	-28918.483656300632	0.0	-548.9460295176207
5125000	-29508.668196887593	-573.3909551234832	-28935.27724176411	0.7293001703651574	2022.0679601036074	35.686085586678125	15.869748476031495	15.95312573005651	0.3907519072883138	27.50074849307281	0.3318753121538794	0.16457060278329827	0.1710867623381797	0.3324673227246453	0.3764536363885563	5.358122856968958E-4	5.358122856968965E-4	-28935.27724176411	0.0	-549.54218508965
5150000	-29538.652299780846	-609.9534212547345	-28928.698878526113	0.8619258479002434	2021.9353344260724	39.078104125692924	16.99274710492751	12.312484629535309	0.40307723547066227	35.68269553213955	0.3338385693659721	0.16964051465052563	0.16968252994336194	0.3268383860401432	0.5619745171965934	5.125094915728454E-4	5.125094915728449E-4	-28928.698878526113	0.0	-588.6379631508659
5175000	-29577.15249096238	-648.5927734602583	-28928.55971750212	0.8935684077960961	2021.9036918661766	43.48770830317442	50.202266829346605	8.793543797121698	0.26423867216411945	23.038428954270707	0.33528514276024174	0.166873731872323	0.16810486635153463	0.3297362590159036	1.0798976400723825	4.686726910741782E-4	4.686726910741793E-4	-28928.55971750212	0.0	-629.7742980367708
5200000	-29566.63706243827	-647.553899396311	-28919.08316304196	0.8576913848695858	2021.939568889103	43.59487500488055	23.621316995121873	11.417312747802873	0.37832745377842525	26.167825058232896	0.3300836646090346	0.17087330523194394	0.16945714761193645	0.32958588254708804	1.0231149356431761	4.550791360645782E-4	4.550791360645779E-4	-28919.08316304196	0.0	-626.6723623549256
5225000	-29535.880388343023	-619.099690247478	-28916.780698095547	0.9030304265426808	2021.8942298474299	40.22615230451274	16.667712732931605	12.793352786379346	0.4047077648119783	24.20067283873746	0.3353917003992593	0.16221097662450254	0.16916865958797783	0.3332286633882633	0.25031448434964054	4.455794346424338E-4	4.4557943464243336E-4	-28916.780698095547	0.0	-598.9258489508351
5250000	-29557.358404115334	-632.5162739638348	-28924.842130151497	0.7545003388748172	2022.0427599350978	42.42559394562516	19.452110079197446	17.221229103898374	0.4447021359752751	24.26796296012191	0.32804000265183925	0.1664421104902557	0.1718069003549066	0.33371098650300146	0.4504312753578702	4.7841030369384955E-4	4.7841030369384955E-4	-28924.842130151497	0.0	-607.3531762626448
5275000	-29580.56413662211	-638.335162447318	-28942.22897417479	0.9207796863367828	2021.8764805876358	43.14995644798504	23.643015967192834	14.462893397646575	0.4103602593629166	26.64093203621272	0.3340556511165449	0.16964457386972887	0.16590642266994332	0.33039335234378575	0.07771535920719869	4.523904737463416E-4	4.523904737463414E-4	-28942.22897417479	0.0	-616.2539358674832
5300000	-29562.92361019851	-617.5998166194894	-28945.323793579024	0.7975279935460664	2021.9997322804265	39.80463195555959	17.540001874203853	13.949346814375632	0.4086950537614789	35.43234458306278	0.33330344953247404	0.16521839356817705	0.16509647595166801	0.33638168094768367	1.4364647613921993	4.315780946112362E-4	4.315780946112365E-4	-28945.323793579024	0.0	-592.8854449257345
5325000	-29558.814408419672	-614.5190491598145	-28944.295359259857	0.8432953493362095	2021.9539649246365	39.70890184880921	21.63852915198887	12.042150933955597	0.37047566780465907	23.2629626280812	0.33200958014798354	0.16772818488496566	0.17285474652483704	0.3274074884422167	0.24784673754844977	4.992688205008556E-4	4.992688205008563E-4	-28944.295359259857	0.0	-594.93465818125
5350000	-29546.21001427394	-611.8021573883838	-28934.407856885555	0.7480844376275716	2022.049175836345	39.338664585358565	13.263896662456974	18.233839961619374	0.46330702470748986	21.638511747906154	0.33628676292192966	0.16754072578332777	0.16581825704457068	0.3303542542501749	0.24320349942023403	5.033471038376464E-4	5.033471038376465E-4	-28934.407856885555	0.0	-586.6949648655091
5375000	-29560.92608843515	-624.0108561310271	-28936.915232304123	0.8018821556335707	2021.995378118339	41.485460929101926	17.743657962351108	20.03741963239696	0.4600486119483074	25.8397235492332	0.3274498176825828	0.16792712446662586	0.16965536198622413	0.3349676958645701	0.009101029043297609	4.376405283114124E-4	4.376405283114119E-4	-28936.915232304123	0.0	-596.8542148281678
5400000	-29555.203406048015	-596.421255072032	-28958.78215097598	0.7369957234678997	2022.0602645505046	37.897947337104746	16.342582955066256	15.5548565137152	0.4089465820618109	30.578360890391124	0.3241234627519534	0.1673712824869331	0.17350756772912954	0.3349976870319868	0.3151373808610685	4.646354678823782E-4	4.646354678823786E-4	-28958.78215097598	0.0	-572.7972332267484
5425000	-29593.42694359843	-635.7914381496159	-28957.635505448816	0.8267783486585552	2021.970481925314	42.841857079308554	15.424700483877487	17.88379783426292	0.4769048977451558	19.386559001125526	0.3257865783109526	0.17256066171615012	0.16808078014012892	0.3335719798327714	0.14981100860489024	4.8036625807027E-4	4.803662580702702E-4	-28957.635505448816	0.0	-611.3220816868564
5450000	-29571.50792319673	-613.8343027527262	-28957.673620444002	0.8229799275008568	2021.9742803464717	38.891296958563096	11.742053127760869	14.40265500614747	0.4789327457788514	37.7629729869582	0.3285403912372114	0.1706246316569751	0.16795964477820088	0.33287533232761574	0.2684226954014871	5.288629906978607E-4	5.288629906978602E-4	-28957.673620444002	0.0	-591.2343283272259
5475000	-29596.527832466923	-637.6138855059386	-28958.913946960984	0.7670921966904036	2022.0301680772823	43.49147389387654	18.43858058322147	17.651584585878425	0.4554288871945199	21.70309110216044	0.3315588354581144	0.16938540308220792	0.17074120015789115	0.32831456130178965	0.05704823672900548	4.522650032366323E-4	4.5226500323663284E-4	-28958.913946960984	0.0	-613.1249201271183
5500000	-29556.32331171977	-613.0556572040213	-28943.26765451575	0.7385063611211347	2022.0587539128514	40.163197471663466	16.896304544436443	19.837450915189653	0.4400522968673898	24.067563855904194	0.32562363999598115	0.16844816427610676	0.17320918293186158	0.3327190127960536	0.196103656618951	4.7525216995502733E-4	4.752521699550271E-4	-28943.26765451575	0.0	-585.9457412549938
5525000	-29581.218734607086	-630.8652562923168	-28950.35347831477	0.9116398200411837	2021.8856204539313	41.80228997059319	44.841351175769084	9.857576463762658	0.26901606048519255	26.238684065143833	0.3325409053432436	0.16746990532631098	0.1716843890992156	0.32830480023123304	0.7418332451801815	4.727631024021923E-4	4.7276310240219297E-4	-28950.35347831477	0.0	-611.4584119961531
5550000	-29579.73518175195	-617.9115249593608	-28961.82365679259	0.8505961182307886	2021.9466641557417	41.033753377559925	19.56332388266635	14.431960738963316	0.40659100750696164	23.93985122451333	0.33815398795504914	0.16757683403762813	0.16264109139443023	0.33162808661289567	0.44314261239225905	4.582619897109646E-4	4.582619897109646E-4	-28961.82365679259	0.0	-595.5791972931472
5575000	-29567.055262311475	-622.08625915577	-28944.969003155704	0.7950668569508231	2022.0021934170218	41.04861382527825	17.383981028498752	16.426732728677766	0.4306510649896681	27.215012122745584	0.32945812390526064	0.16790457380287555	0.16577326551483798	0.33686403677702914	0.18418581842103895	4.835350715966389E-4	4.835350715966387E-4	-28944.969003155704	0.0	-598.0831621596246
5600000	-29582.089813779647	-650.7447695705812	-28931.345044209065	0.8822226917062715	2021.9150375822662	45.740257657560825	29.82488749433517	14.037887717995712	0.3896849963075308	23.176279333328335	0.3291826459965055	0.16610961970147575	0.16821157060941191	0.3364961636926101	0.08810655198294114	4.1494052342440845E-4	4.1494052342440883E-4	-28931.345044209065	0.0	-629.1721125836691
5625000	-29592.054950764817	-645.7688324785001	-28946.286118286316	0.9144615157931513	2021.8827987581794	43.63221626008468	42.14601093198467	8.342690134356003	0.25963656679207214	20.8420271988648	0.3304034215216394	0.16585002924355946	0.17155901368291232	0.332187535551892	0.24872741609659532	4.4905045688023156E-4	4.4905045688023123E-4	-28946.286118286316	0.0	-629.4724924621149
5650000	-29605.064858600104	-634.2473287654319	-28970.817529834672	1.0174747587039215	2021.7797855152687	42.51942164685366	14.396112430911261	10.539828826489503	0.45701898159955723	19.219492319244722	0.3286393818602027	0.1668170664029664	0.16713159961462043	0.33741195212221375	0.09740959308484835	4.0193724798336106E-4	4.0193724798336073E-4	-28970.817529834672	0.0	-617.315269328449
5675000	-29582.18022402362	-646.9092762550873	-28935.270947768535	0.8200776012397242	2021.9771826727329	43.95978767921651	25.921728317885343	10.685632862263445	0.38081807880305635	24.180969171743097	0.33057234304778815	0.16652708568904726	0.17135698220492046	0.3315435890582475	0.9669655112766037	4.2975447054289194E-4	4.2975447054289183E-4	-28935.270947768535	0.0	-626.9701987876155
5700000	-29584.37579686105	-646.9019839618527	-28937.4738128992	0.8663931071868354	2021.9308671667857	44.49902335009749	26.543230852604932	12.510916139304486	0.3859007435561377	24.16118060385208	0.337781822186305	0.16510967085869774	0.170636434545576	0.32647207240942466	0.15016702132187953	4.1336767674914044E-4	4.133676767491405E-4	-28937.4738128992	0.0	-626.749490612077
5725000	-29535.407535717455	-623.2037918201771	-28912.203743897277	0.7891886863507985	2022.0080715876218	41.082966844620024	19.562284824473593	18.28129779386118	0.43985850697338363	25.815121770907304	0.33009523696309034	0.16884285915275565	0.16860597103189295	0.33245593285226455	0.8937610888320483	4.4893709175637724E-4	4.489370917563774E-4	-28912.203743897277	0.0	-595.9387020070607
5750000	-29550.81036187445	-612.8204983177347	-28937.989863556715	0.7678779968668616	2022.0293822771057	40.02655027295561	12.85979680716963	17.6942103351828	0.45320023543009436	25.3196798058122	0.3327896738935074	0.17188250347058548	0.1662190711261894	0.3291087515097213	0.4779840587658953	4.98414203902102E-4	4.98414203902103E-4	-28937.989863556715	0.0	-587.4407228184721
5775000	-29584.82386679025	-625.7179012264946	-28959.10596556376	0.7567622764882118	2022.0404979974844	43.02422629724481	27.516594978047078	20.595379166167934	0.4259020830078835	25.920383580440035	0.33314788451592947	0.1663238637150736	0.17084763727949484	0.32968061448950564	0.23473887225583942	4.324076093158842E-4	4.324076093158838E-4	-28959.10596556376	0.0	-597.1056519341372
5800000	-29568.60688163839	-622.5347327750673	-28946.07214886332	0.8150101442171822	2021.9822501297554	40.263177151865484	18.426372695805966	16.031996257788634	0.4446350008331876	32.23974003794249	0.3275742455514095	0.16728772238664452	0.1685366382472369	0.33660139381471277	0.5419972808936371	4.273224430560303E-4	4.2732244305603E-4	-28946.07214886332	0.0	-597.7240869427595
5825000	-29544.037090676353	-615.8751100006278	-28928.161980675726	0.8219925360218335	2021.9752677379508	39.951227625976244	25.179574006546435	13.165989952079709	0.37859121477150115	29.095235470643114	0.3326954061824473	0.1678353795344059	0.17312383648513424	0.32634537779801626	0.31942176907309555	4.6934569508791293E-4	4.6934569508791293E-4	-28928.161980675726	0.0	-594.3250669504885
5850000	-29542.21929563346	-611.5982411521284	-28930.62105448133	0.7070660122224476	2022.0901942617502	39.65883290851652	17.048269011347113	19.044120727272848	0.4508975467202003	24.2458720774404	0.328004919546756	0.16698496930458814	0.17055388374430122	0.3344562274043581	0.01827035677021379	4.368330871550985E-4	4.368330871550987E-4	-28930.62105448133	0.0	-585.610666933224
5875000	-29503.71169373828	-580.6937272685511	-28923.01796646973	0.7957912849686666	2022.001468989004	36.25998772622812	12.506306133823902	15.656386500861132	0.4253054379861038	16.845709215435317	0.32924710206289864	0.1676338260357692	0.16890506392589433	0.33421400797544126	0.18377222289733144	5.628269420964755E-4	5.62826942096475E-4	-28923.01796646973	0.0	-558.904400356165
5900000	-29543.088616555422	-600.2575929075894	-28942.831023647832	0.8131206743794637	2021.9841395995932	38.348403819029826	16.444975432809862	14.721551604439195	0.4057750914981426	22.44687326998028	0.3348136772251679	0.17019130208964287	0.16705783566481106	0.3279371850203816	0.34421441893340726	4.777536846553222E-4	4.777536846553217E-4	-28942.831023647832	0.0	-578.1598913559603
5925000	-29549.364117074685	-626.4208777424907	-28922.943239332195	0.7359833783418848	2022.0612768956307	42.5379621193579	31.57118982462236	17.48076886890118	0.39641010651401326	22.53813600160598	0.33010025322318365	0.16797761461147728	0.16743916151664937	0.33448297064869326	0.6499900766492148	4.57447351122333E-4	4.5744735112233323E-4	-28922.943239332195	0.0	-600.2906376506661
5950000	-29534.97434954271	-610.1809849089336	-28924.793364633777	0.7421065603608175	2022.0551537136118	42.52519696710851	31.27535603786634	23.758041073222138	0.4163975814915464	21.297521567356203	0.32804615692576355	0.1692481816606922	0.16863808949122827	0.3340675719223194	0.29752452010414404	4.631247741634686E-4	4.63124774163469E-4	-28924.793364633777	0.0	-578.6200564078142
5975000	-29568.494931011377	-633.730133762206	-28934.764797249172	0.7669352653908299	2022.0303250085817	44.40152200451149	29.92428260004632	18.514893810520693	0.4135826449129976	24.77646859732014	0.33028259502531554	0.1688539275687404	0.17049422561126307	0.3303692517946842	0.45736305187561466	4.519094126991679E-4	4.519094126991681E-4	-28934.764797249172	0.0	-606.7788640184793
6000000	-29586.82109282174	-662.1755143666735	-28924.645578455067	0.8088370429358623	2021.9884232310367	46.736050839734155	29.26619974694353	13.086426755922254	0.40788972935144685	23.960585003865702	0.33272833380532685	0.16570870864610673	0.16760675444279524	0.3339562031057744	0.6779146577185915	4.0552238861217934E-4	4.0552238861217874E-4	-28924.645578455067	0.0	-640.3143286142342
6025000	-29577.178059836326	-650.5795682584137	-28926.59849157791	0.9092017638705417	2021.8880585101022	44.63520605907672	34.93882524633942	10.389734115313313	0.33546733750963525	23.066512360863264	0.32458717236019463	0.16974890491458774	0.1739639035108288	0.33170001921439213	0.13287018583579546	4.366060887475399E-4	4.366060887475398E-4	-28926.59849157791	0.0	-632.4185339230144
6050000	-29587.650259034093	-653.87864681813	-28933.77161221596	0.8265634690001017	2021.9706968049725	44.44970609948717	26.35325433475488	14.538022936502351	0.4133474821252861	27.589469418483443	0.32928611212901504	0.17284199585746018	0.17122828418754946	0.3266436078259786	0.7165798900816709	4.1503741571598425E-4	4.1503741571598403E-4	-28933.77161221596	0.0	-630.2495552143874
6075000	-29596.89205842361	-656.3414950414525	-28940.55056338216	0.9324749822949105	2021.8647852916777	45.35839346894399	22.94141504064555	9.996326567791735	0.3946799008767403	34.03170125390603	0.32926859020457905	0.17340278860936328	0.1700502759578846	0.3272783452281763	0.28944746739313437	4.301614683704198E-4	4.3016146837041995E-4	-28940.55056338216	0.0	-637.7118083199113
6100000	-29563.85440415906	-630.0448556421652	-28933.809548516896	0.8911055517913119	2021.9061547221813	41.69356839885456	21.94042369313975	10.513902439678898	0.3757754873614289	20.55248691024609	0.3291380967793643	0.1653331602664833	0.17342920044772175	0.3320995425064339	0.5175880087523209	4.8280319300432717E-4	4.828031930043271E-4	-28933.809548516896	0.0	-611.7245559405952
6125000	-29572.312962610926	-647.471863585765	-28924.84109902516	0.8472875938894775	2021.9499726800832	43.799987596978234	20.18496952508878	15.93473724962301	0.44771131765022815	44.1370956315232	0.3299380818543822	0.1666025727574286	0.17431248946049183	0.3291468559277007	0.17728719402508578	4.559511192771542E-4	4.559511192771548E-4	-28924.84109902516	0.0	-622.5538962061889
6150000	-29566.460437868525	-647.4686425106581	-28918.991795357866	1.008441048950136	2021.7888192250225	43.31696760251219	15.836955135360897	9.77932241173018	0.4234378671125665	31.479905654777543	0.3279703110900631	0.16525981506020243	0.17272840330810826	0.3340414705416295	0.46935165698838893	4.570951429492815E-4	4.570951429492818E-4	-28918.991795357866	0.0	-629.2688185652817
